arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
;;N/A:  | N/A: ;;;Juan;p.;;;;;De Cabañas, gta. Esmeralda, p. Juan, con 830 sacos azúcar y 65 pipas aguardiente.;;Esmeralda;;;gta.;1885_01_25;Cabañas;;
;;N/A: ;;;Moll;p.;;;;;De Mariel, gta. Joven Magdalena. p. Moll, con 900 sacos de carbon.;;Joven Magdalena;;;gta.;1885_01_25;Mariel;;
;;N/A: ;;;Ortiz;p.;;;;;De Matanzas, gta. Teresita, p. Ortiz, con 90 bocoyes. aguardiente.;;Teresita;;;gta.;1885_01_25;Matanzas;;
;;N/A:  | N/A: ;;;Romero;cap.;;;;;De Caibarien vap. Alava, cap. Romero: 621 tercios tabaco y efectos;;Alava;;;vap.;1885_01_27;Caibarien;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Alemafiy;p.;;;;;De Cárdenas gta Mercedita, p. Alemafiy: 90 bocoyes y 200 s azúcar, 20 pipas aguardiente y efectos;;Mercedita;;;gta;1885_01_27;Cárdenas;;
;;N/A: ;;;P ñey ro;p.;;;;;De Cárdenas gta. Ani a, p. P ñey ro: 1800 8. azúcar.;;Ani;;;gta.;1885_01_27;Cárdenas;;
;;N/A: ;;;Borres;p.;;;;;De Sierra Morena gts. 24 Ignacia, p Borres: 700 sacos azúcar.;;24 Ignacia;;;gts.;1885_01_27;Sierra Morena;;
;;N/A:  | N/A:  | N/A: ;;;Alemañy;p;;;;;De Sierra Morena gta. Matilde, p Alemañy: 575 sacos y 16 bocoyes azúcar, 24 pipas aguardiente.;;Matilde;;;gta.;1885_01_27;Sierra Morena;;
;;N/A: ;;;Vera;p.;;;;;De Sierra Morena gta Anita p Vera: 450 s azúcar.;;Anita;;;gta;1885_01_27;Sierra Morena;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Flusac;p.;;;;;De Mántua gta. Carmen Nombre de Dios, p. Flusac: 40 8. cacao, 550 caballos leña y efectos.;;Carmen Nombre de Dios;;;gta.;1885_01_27;Mántua;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Torres;p.;;;;;"De Berraco gta. Isabelita, p. Torres; 50 caballos leña, 40 yug 8 y 50 atravesaños.";;Isabelita;;;gta.;1885_01_27;Berraco;;
;;N/A:  | N/A: ;;;Buejan;p.;;;;;De Mántua gta. Margarita, p. Buejan: 300 caballos leña y 100 sacos de carbon.;;Margarita;;;gta.;1885_01_27;Mántua;;
;;N/A: ;;;Carrasco;p.;;;;;De Banes gta. María Josefa, p. Carrasco: 12,000 ladrillos.;;María Josefa;;;gta.;1885_01_27;Banes;;
;;N/A: ;;;Pellicer;p.;;;;;De Matanzas gta. Emilio, p. Pellicer: 896 8, azúcar.;;Emilio;;;gta.;1885_01_27;Matanzas;;
;;N/A:  | N/A: ;;;Cautero;p.;;;;;De Cardenas gol. Aguila de Oro, p. Cautero: 50 pipaa aguardiente y 2 fardos suela.;;Aguila de Oro;;;gol.;1885_01_28;Cardenas;;
Día XX:;;N/A:  | N/A: ;;;Orbay;p.;;;;;De Mulata gol. Paquete de Nuevitas, p. Orbay: 300 caballos leña y 400 sacos carbon.;;Paquete de Nuevitas;;;gol.;1885_01_28;Mulata;;
Día null:;;N/A:  | N/A: ;;;Gaya;cap.;;;;;De Sagua, van. Adela, cap. Gaya: con 41 pipas de aguardiente y efectos.;;Adela;;;van.;1885_01_30;Sagua;;
Día null:;;N/A: ;;;Calafell;pat.;;;;;De Matanzas, gol. Dos Hermanas, pat. Calafell: con 700 sacos azúcar.;;Dos Hermanas;;;gol.;1885_01_30;Matanzas;;
Día XX:;;N/A: ;;;Calafell;pat.;;;;;De Matanzas, gol. Maria Josefa, pat. Calafell: con 959 Bacos azúcar.;;Maria Josefa;;;gol.;1885_01_30;Matanzas;;
;;N/A:  | N/A: ;;;Uni;cap.;;;;;De Malas-Aguas vapor Bahía-Honda, cap. Uni baso: 154 tercios tabaco y efectos.;;Bahía-Honda;;;vapor;1885_01_31;Malas-Aguas;;
;;N/A: ;;;Villalonga;pat.;;;;;De Bahia Honda gta. Jóven Gertrudis, pat. Villalonga: con 777 sacos azúcar.;;Jóven Gertrudis;;;gta.;1885_02_01;Bahia Honda;;
;;N/A: ;;;Suarez;pat.;;;;;De Cabañas gta. Jóven Felipe, pat. Suarez: con 1,200 Bacos azúcar.;;Jóven Felipe;;;gta.;1885_02_01;Cabañas;;
Día null:;;N/A: ;;;Vich;pat.;;;;;De tabañas gta Ntra. Sra. de la Caridad, pat. Vich: con 43 8 sacos azúcar.;;Ntra. Sra. de la Caridad;;;gta;1885_02_01;tabañas;;
;;N/A: ;;;Alemany;pat.;;;;;De Canasi gta. Inés, pat. Alemany: con 100 caballos leña.;;Inés;;;gta.;1885_02_01;Canasi;;
;;N/A:  | N/A: ;;;Torres;pat.;;;;;De Matanzas gta. Victoria, pat. Torres: con 78 bocoyes aguardiente y efectos.;;Victoria;;;gta.;1885_02_01;Matanzas;;
;;N/A:  | N/A: ;;;Ventura;pat.;;;;;De Morrillo gta Cinco Hermanas, pat. Ventura: con 20 quinta es hierro y efectos;;Cinco Hermanas;;;gta;1885_02_01;Morrillo;;
Día :;;N/A:  | N/A:  | N/A: ;;;Altonga;cap.;;;;;De Cuba vapor Avilés, cap. Altonga: con 60 tercios tabaco, 40 bultos cera, 25 sacos cacao y efectos.;;Avilés;;;vapor;1885_02_01;Cuba;;
;;N/A: ;;;Moll;pat.;;;;;Del Mariel gta Maria Magdalena, pat. Moll: con 900 sacos azúcar.;;Maria Magdalena;;;gta;1885_02_01;Mariel;;
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;Valent;pat.;;;;;De Cárdenas gta. Maria del Carmen, pat. Valent: con 300 barriles, 150 sacos azúcar 8 fardos suela v efectos.;;Maria del Carmen;;;gta.;1885_02_04;Cárdenas;;
;;N/A:  | N/A:  | N/A: ;;;Tur;pat.;;;;;De Granadillo gta. San José, pat. Tur: con 407 atravesaños, 50 varas madera y 50 atados majagua.;;San José;;;gta.;1885_02_04;Granadillo;;
Día null:;;N/A:  | N/A: ;;;Enseñat;pat.;;;;;De Sierra Morena gta. Sofia, pat. Enseñat: con 468 sacos COR y 50 bocoyes azúcar.;;Sofia;;;gta.;1885_02_04;Sierra Morena;;
Día XX:;;N/A: ;;;Arocha;pat.;;;;;De Cabañas gta. Nuevo Hilario, pat. Arocha: con 350 8ac08 azúcar.;;Nuevo Hilario;;;gta.;1885_02_04;Cabañas;;
;;N/A:  | N/A:  | N/A: ;;;Inclan;pat.;;;;;De Cabañas gta Caballo Marino, pat Inclan: con 632 Bacos azúcar, 15 pipas agnardiente y fectos.;;Caballo Marino;;;gta;1885_02_04;Cabañas;;
;;N/A: ;;;Santos;pat.;;;;;De Cabañas gta. Ntra. Sra. del Cármen, pat. Santos: con 646 sacos azúcar.;;Ntra. Sra. del Cármen;;;gta.;1885_02_04;Cabañas;;
;;N/A:  | N/A: ;;;Visquerra;pat.;;;;;De Matanzas gta. Amalia, pat. Visquerra: con 1,205 Bacos y 50 cajas azúcar.;;Amalia;;;gta.;1885_02_04;Matanzas;;
;;N/A: ;;;Covas;pat.;;;;;De Ortigesa gta. Dolorita, pat. Covas: con 7 bocoyes azúcar.;;Dolorita;;;gta.;1885_02_04;Ortigesa;;
;;N/A: ;;;Lloret;pat.;;;;;De Matanzas gta. Jóven Pepilla, pat. Lloret: con 80 bocoyes azucarг.;;Jóven Pepilla;;;gta.;1885_02_05;Matanzas;;
;;N/A:  | N/A: ;;;Bosch;pat.;;;;;Del Mariel gta. Dominica, pat. Bosch: con 20 bocoyes y 211 Bacos azúcar.;Dominica;;;;gta.;1885_02_05;Mariel;;
;;N/A: ;;;Villalonga;pat.;;;;;Del Mariel gta. Maria Magdalena, pat. Villalonga: con 500 sacos azúcar.;;Maria Magdalena;;;gta.;1885_02_05;Mariel;;
;;N/A:  | N/A:  | N/A: ;;;Hernandez;pat.;;;;;De Matanzas gta. Numancia, pat. Hernandez: con 100 bocoyes, 15 medios y 15 cuartos aguardiente.;;Numancia;;;gta.;1885_02_05;Matanzas;;
;;N/A:  | N/A: ;;;Romero;cap.;;;;;De Caibarien vapor Alava, cap. Romero: con 1,050 tercios tabaco y efectos.;;Alava;;;vapor;1885_02_06;Caibarien;;
;;N/A:  | N/A:  | N/A: ;;;Villamil;cap.;;;;;De Coba y escalas vapor Mortera, cap. Villamil: con 137 sacos cacao, 100 cajas aceite coco, 20 tercios tabaco y efectos.;;Mortera;;;vapor;1885_02_06;Coba;;
Día 01:;;N/A: ;;;Unibaso;cap.;;;;;De Malas Aguas vapor Bahía Honda, cap. Unibaso: con 478 tercios tabaco;;Bahía Honda;;;vapor;1885_02_06;Malas Aguas;;
Día null:;;N/A:  | N/A: ;;;Zaragoza;pat.;;;;;De Cárdenas gta. Isla de Cuba, pat. Zaragoza: con 100 pipas aguardiente y efectos.;Cuba;Isla de Cuba;;;gta.;1885_02_06;Cárdenas;;
;;N/A: ;;;Vich;pat.;;;;;Le Cabañas gta. Ntra Sra. de la Caridad, pat. Vich: con 430 sacos azúcar.;;Ntra Sra. de la Caridad;;;gta.;1885_02_06;Cabañas;;
Día XX:;;N/A: ;;;Joey;cap.;;;;;De Sierra Morena gta. Tres Hermanas, cap. Joey: con 600 sacos carbon.;;Tres Hermanas;;;gta.;1885_02_06;Sierra Morena;;
;;N/A:  | N/A: ;;;Juan;pat.;;;;;De Cabañas gta. Esmeralda, pat. Juan: con 818 sacos azúcar y 19 tercios tabaco.;;Esmeralda;;;gta.;1885_02_06;Cabañas;;
;;N/A: ;;;Roca;pat.;;;;;De Teja gta. Gallego, pat Roca: con 800 aacos carbon.;;Gallego;;;gta.;1885_02_06;Teja;;
;;N/A: ;;;Pujol;pat.;;;;;De Teja gta. Isabel II, pat. Pujol: con 800 sacos carbon.;;Isabel II;;;gta.;1885_02_06;Teja;;
;;N/A:  | N/A: ;;;Alemañy;pat.;;;;;De Cárdenas, gol. Mercedita, pat. Alemañy: 100 bocoyes y 200 sacos azúcar,;;Mercedita;;;gol.;1885_02_07;Cárdenas;;
;;N/A: ;;;Hernandez;pat.;;;;;Da Morrillo, gol. Britania, pat. Hernandez: 340 sacos azúcar.;;Britania;;;gol.;1885_02_07;Morrillo;;
;;N/A: ;;;Romero;cap.;;;;;De Cárdenas vap. Alava, cap. Romero: con 2,500 sacos azúcar.;;Alava;;;vap.;1885_02_08;Cárdenas;;
;;N/A: ;;;Calzada;p.;;;;;De Sagua gol. Margarita, p. Calzada: con 1 500 varas maderas.;;Margarita;;;gol.;1885_02_08;Sagua;;
;;N/A: ;;;Almanza;pat.;;;;;De Teja gol. Dos Sofias, pat. Almanza: con 1,000 sacos carbon,;;Dos Sofias;;;gol.;1885_02_08;Teja;;
;;N/A:  | N/A: ;;;Marin;cap.;;;;;De Berracos vapor Guaniguanico, cap. Marin: con 357 tercios tabaco y efectos.;;Guaniguanico;;;vapor;1885_02_10;Berracos;;
;;N/A: ;;;Valent;pat.;;;;;De Cárdenas gta. Maria del Cármen, pat. Valent: con 1,800 barriles azúcar.;;Maria del Cármen;;;gta.;1885_02_10;Cárdenas;;
;;N/A:  | N/A: ;;;Alemañy;pat.;;;;;De Teja gta. Dos Amigos, pat. Alemañy: con 414 sacos azúcar y efectos.;;Dos Amigos;;;gta.;1885_02_10;Teja;;
;;N/A:  | N/A: ;;;Cuevas;pat.;;;;;De Cárdenas gta. Angelita, pat. Cuevas: con 150 bocoyes azúcar y efectos.;;Angelita;;;gta.;1885_02_10;Cárdenas;;
;;N/A:  | N/A:  | N/A: ;;;Planas;pat.;;;;;De Mulata gta. Dolores, pat. Planas: con 112 atraveBaños, 49 tercios tabacos y efectos.;;Dolores;;;gta.;1885_02_10;Mulata;;
Día null:;;N/A:  | N/A:  | N/A: ;;;Zubirat;pat.;;;;;De Moron gta. Manuela. pat. Zubirat: con 44 palos codro, 18 bultos cera y efectos.;;Manuela.;;;gta.;1885_02_10;Moron;;
;;N/A:  | N/A: ;;;Planell;pat.;;;;;De Berracos gta. Salve Virgen Maria, pat. Planell: con 200 sacos cáscara de mangle y 13 palos madera.;;Salve Virgen Maria;;;gta.;1885_02_10;Berracos;;
;;N/A: ;;;Palmer;pat.;;;;;De Carahatas gta. Clio, pat. Palmer: con 1,014 sacos azúcar,;;Clio;;;gta.;1885_02_10;Carahatas;;
