arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
;;N/A: ;Olivera;p.;;De Cahalas gol. Teresita, p. Olivera, con 53 pipas de a-guardiente.;;Teresita;gol.;1861_01_13;Cahalas
;;N/A: ;Fobles;p.;;De Gárdenas gol. Antoñica, p. Fobles, con 370 cajas de azúcar.;;Antoñica;gol.;1861_01_13;Gárdenas
;;N/A: ;Coyula;p.;;Del Rio y de la Palma, gol. Segunda Victoria, p. Coyula, con 346 cajas de azúcar.;;Segunda Victoria;gol.;1861_01_13;Rio y de la Palma
;;N/A:  | N/A: ;Corella;p.;;De Olibara pol. Emilia, p. Corella, con 55 cueros y 6 tercios de tabaco.;;Emilia;pol.;1861_01_13;Olibara
;;N/A:  | N/A: ;Vázquez;p.;;De Cárdenas g. Joaquina, p. Vázquez, con 690 cajas azúcar y 11.000 tabacos.;;Joaquina;g.;1861_01_15;Cárdenas
;;N/A: ;Juan;p.;;De Cárdenas g. General Lamar, p. Juan, con 380 cajas azúcar.;;General Lamar;g.;1861_01_15;Cárdenas
;;N/A:  | N/A:  | N/A: ;Rosas;p.;;De Cárdenas g. Mercedita, p. Rosas, con 400 cajas y 12 bo-coyes azúcar y 23 pipas aguardiente.;;Mercedita;g.;1861_01_15;Cárdenas
;;N/A: ;Armas;p.;;De Matanzas g. Dos Hermanas, p. Armas, con 900 cajas azúcar.;;Dos Hermanas;g.;1861_01_15;Matanzas
;;N/A: ;Gonzalez;p.;;De Jaruco g. Roserva, p. Gonzalez, con 66 bocoyes miel do purga.;;Roserva;g.;1861_01_15;Jaruco
;;N/A: ;Perez;p.;;De Puerto Escondido gol. Vicenta, p. Perez, con 756 cajas azúcar.;;Vicenta;gol.;1861_01_15;Puerto Escondido
;;N/A: ;Hilarion;p.;;De los Perros gol. Daniel, p. Hilarion, con 20 arrobas cera.;;Daniel;gol.;1861_01_15;los Perros
;;N/A: ;Sosa;p.;;De Canasi bote Duque de Tetuan, p. Sosa, con 56 bocoyes miel de purga.;;Duque de Tetuan;bote;1861_01_15;Canasi
;;N/A:  | N/A:  | N/A: ;Barceló;p.;;De Baracón gol. Carnita, p. Barceló, con 12 pipas aguardiente, 11 bocoyes azúcar y 21 id. miel de purga.;;Carnita;gol.;1861_01_15;Baracón
;;N/A:  | N/A:  | N/A:  | N/A: ;Fernandez;p.;;De Remedios gol. Segunda Constancia, p. Fernandez, con 526 tercios de tabaco, 50 pipas aguardiente, 160 cneros y 245 arrobas cera.;;Segunda Constancia;gol.;1861_01_15;Remedios
;;N/A: ;Ceballo;cap.;;De Cárdenas rap. Alfonso. cap. Ceballo, con 175 cajas de azúcar.;;Alfonso;rap.;1861_01_16;Cárdenas
;;N/A: ;Cusi;cap.;;De Cárdenas vap. Cárdenas, cap. Cusi, con 765 cajas de azúcar.;;Cárdenas;vap.;1861_01_16;Cárdenas
;;N/A: ;Pajes;pat.;;De Jaruco gol. Prudencia, pat. Pajes, con 54 bocoyes mlel de purga.;;Prudencia;gol.;1861_01_16;Jaruco
;;N/A: ;Gonzalez;pat.;;De Banes bal. Manuela Josefa, pat. Gonzalez, con 42 cajas de azúcar.;;Manuela Josefa;bal.;1861_01_16;Banes
;;N/A: ;López;pat.;;Del Mariel gol. Leonarda, pat. López, con 155 cajas de azúcar.;;Leonarda;gol.;1861_01_16;Mariel
;;N/A: ;Febles;pat.;;De Cárdenas gol. Antonia, pat. Febles, con 370 cajas de azúcar.;;Antonia;gol.;1861_01_16;Cárdenas
;;N/A: ;Dardell;pat.;;De Matanzas gol. Elvira, pat. Dardell, con 600 cajas de azúcar.;;Elvira;gol.;1861_01_16;Matanzas
;;N/A:  | N/A: ;López;pat.;;De Cabanas gol. Caballo Marino, pat. López, con 300 cajas de azúcar y 20 pipas de aguardiente.;;Caballo Marino;gol.;1861_01_16;Cabanas
;;N/A: ;Concepción;pat.;;De Sagua la Grande gol. Eugenia, pat. Concepción, con 8 arrobas de cera.;;Eugenia;gol.;1861_01_16;Sagua la Grande
;;N/A:  | N/A: ;Torres;p.;;De Guané g. Agustina, p. Torres, con 200 torcios tabaco y 8 arrobas de cera.;;Agustina;g.;1861_01_17;Guané
;;N/A: ;Cruz;p.;;De Mantua y Bajas g. Tercusita, p. Cruz, con 110 torcios de tabaco.;;Tercusita;g.;1861_01_17;Mantua y Bajas
;;N/A: ;Pujol;p.;;De Gárdena g. Araucana, p. Pujol, con 490 caja de azúcar.;;Araucana;g.;1861_01_17;Gárdena
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Sosa;p.;;De Bajas g. Visitacion, p. Sosa, con 4000 tabacos, 80 ar. de cera, 27 barra de miel de abejas, 10 cucros y 60 tercios de tabaco.;;Visitacion;g.;1861_01_17;Bajas
;;N/A: ;Cusi;cap.;;De Cárdenas vapor Cárdenas, capitán Cusi, con 1290 cajas de azúcar.;;Cárdenas;vapor;1861_01_18;Cárdenas
;;N/A: ;Piéciro;p.;;De Sagu la Grande g. Leonor, p. Piéciro, con 7 tercerolas de miel de abejas.;;Leonor;g.;1861_01_18;Sagu la Grande
;;N/A: ;Basilio;p.;;De Cárdenas g. Jóven Carlota, p. Basilio, con 400 cajas de azúcar.;;Jóven Carlota;g.;1861_01_18;Cárdenas
;;N/A:  | N/A:  | N/A: ;Cervera;p.;;De Cabañas g. Teresa Manuola, p. Cervera, con 233 cajas de azúcar, 24 bocoyes do idem y 80 pipas de aguardiente.;;Teresa Manuola;g.;1861_01_18;Cabañas
;;N/A:  | N/A:  | N/A:  | N/A: ;Viqueira;p.;;De Santa Cruz g. Pepilla Alvarez, p. Viqueira, con 107 cajas de azúcar, 62 bocoyes de miel de purga, 16 quarteros de miel de abejas y 6 pipas de aguardiente.;;Pepilla Alvarez;g.;1861_01_18;Santa Cruz
;;N/A:  | N/A: ;Perez;p.;;De la Ortigosa g. Bonifacia, p. Perez, con 170 cajas de azúcar y 20 pipas de aguardiente.;;Bonifacia;g.;1861_01_18;la Ortigosa
;;N/A:  | N/A: ;Marl;p.;;De la Mulata g. Samana, p. Marl, con 40 garrafones de miel de abejas y 20 arrobas de cera.;;Samana;g.;1861_01_18;Mulata
;;N/A: ;Calet;p.;;De Cabañas Balandra Flor de la Enseneda, p. Calet, con 13 pipas de aguardiente.;;Flor de la Enseneda;Balandra;1861_01_18;Cabañas
;;N/A: ;Belfast;p.;;De Matanzas g. Amalia, p. Belfast, con 600 cajas de azúcar.;;Amalia;g.;1861_01_19;Matanzas
;;N/A: ;Juan;p.;;De Cárdenas g. Generala, p. Juan, con 400 cajas de azúcar.;;Generala;g.;1861_01_19;Cárdenas
;;N/A: ;Febles;pat.;;De Cárdenas gol. Antonia, pat. Febles, con 370 cajas de azúcar.;;Antonia;gol.;1861_01_19;Cárdenas
;;N/A: ;Padilla;p.;;De Banes g. Manuela, p. Padilla, con 200 cajas de azúcar.;;Manuela;g.;1861_01_19;Banes
;;N/A: ;Cusi;p.;;De Jacuco g. Jaruqueña, p. Cusi, con 9 quarterolas miel de abejas.;;Jaruqueña;g.;1861_01_19;Jacuco
;;N/A: ;Costa;pat.;;De Sagua de Tánamo y Matanzas gol. Marieta, pat. Costa, con 32 tercios de tabacos.;;Marieta;gol.;1861_01_22;Sagua de Tánamo y Matanzas
;;N/A: ;Ferrer;cap.;;De Cárdenas berg. Pirines, cap. Ferrer, con 800 cajas de azúcar.;;Pirines;berg.;1861_01_22;Cárdenas
;;N/A:  | N/A: ;Palmer;pat.;;De Cárdenas gol. Tres Marias, pat. Palmer, con 300 cajas de azúcar y 35 pipas de aguardiente.;;Tres Marias;gol.;1861_01_22;Cárdenas
;;N/A: ;Gil;pat.;;De Cárdenas gol. Cuatro Hijos, pat. Gil, con 400 cajas de azúcar.;;Cuatro Hijos;gol.;1861_01_22;Cárdenas
;;N/A: ;Pujol;pat.;;De Cárdenas gol. Clio, pat. Pujol, con 600 cajas de azúcar.;;Clio;gol.;1861_01_22;Cárdenas
;;N/A:  | N/A: ;Pajes;pat.;;De Jaruco gol. Prudencia, pat. Pajes, con 20 bocoyes miel de purga y 105 cajas de azúcar.;;Prudencia;gol.;1861_01_22;Jaruco
Día XX:;;N/A: ;Primero;pat.;;De Mántua gol. Flor de Mántua, pat. Primero, con 41 tercios de tabaco en rama.;;Flor de Mántua;gol.;1861_01_22;Mántua
;;N/A: ;Bádaró;pat.;;De Canasi gol. Correo, pat. Bádaró, con 76 bocoyes miel de purga.;;Correo;gol.;1861_01_22;Canasi
;;N/A:  | N/A: ;Cabral;pat.;;De Sierra Morena gol. Dos Amigos, pat. Cabral, con 310 cajas de azúcar y 10 pipas de aguardiente.;;Dos Amigos;gol.;1861_01_22;Sierra Morena
;;N/A: ;Darder;pat.;;De Matanzas gol. Elvira, pat. Darder, con 560 cajas de azúcar.;;Elvira;gol.;1861_01_22;Matanzas
;;N/A: ;Coballos;cap.;;De Cárdenas vap. Alfonso, cap. Coballos, con 859 cajas azúcar.;;Alfonso;vap.;1861_01_23;Cárdenas
;;N/A: ;Cusi;cap.;;De Cárdenas vap. Cárdenas, cap. Cusi, con 1303 cajas azúcar.;;Cárdenas;vap.;1861_01_23;Cárdenas
;;N/A: ;Coyula;pat.;;Del Río de la Palma gol. 2º Victorín, pat. Coyula, con 350 cajas azúcar.;;2º Victorín;gol.;1861_01_23;Río de la Palma
;;N/A:  | N/A: ;Olivera;pat.;;De Cabañas gol. Teresita, pat. Olivera, con 370 cajas de azúcar y 24 pipas aguardiente.;;Teresita;gol.;1861_01_23;Cabañas
;;N/A: ;Palacios;pal.;;De Caussi gol. Josefa, pal. Palacios, con 32 bocoyes mel de purga.;;Josefa;gol.;1861_01_23;Caussi
;;N/A:  | N/A: ;Lopez;pat.;;De Cabañas gol. Caballo Marino, pat. Lopez, con 330 cajas azúcar y 12 pipas aguardiente.;;Caballo Marino;gol.;1861_01_23;Cabañas
;;N/A: ;Juan;pat.;;De Cárdenas gol. General Lamar, pat. Juan, con 380 cajas azúcar.;;General Lamar;gol.;1861_01_23;Cárdenas
;;N/A: ;Guirola;pat.;;De Santa Cruz gol. Herminia, pat. Guirola, con 145 cajas azúcar.;;Herminia;gol.;1861_01_23;Santa Cruz
;;N/A:  | N/A: ;Barceló;p.;;De Bacacoa bote Carmita, p. Barceló, con 14 eta. miedo abejas y 35 boc. miel de purga.;;Carmita;bote;1861_01_24;Bacacoa
;;N/A:  | N/A: ;Cordero;p.;;De S. Morcena g. Fraternidad, p. Cordero, con 12 boc. y 515 cajas azúcar.;;Fraternidad;g.;1861_01_24;S. Morcena
;;N/A: ;Torrec;p.;;De Teja g. Dorotca, p. Torrec, con 300 cajas de azúcar.;;Dorotca;g.;1861_01_24;Teja
;;N/A: ;Colomiar;p.;;De Matanzas g. Manuelita, p. Colomiar, con 500 cajas de azúcar.;;Manuelita;g.;1861_01_24;Matanzas
;;N/A: ;Armas;p.;;De Matanzas g. Dos Hermanas, p. Armas, con 515 cajas azúcar.;;Dos Hermanas;g.;1861_01_24;Matanzas
;;N/A: ;Serpa;p.;;De Mántua g. Teresita, p. Serpa, con 19 tercios de tabaco.;;Teresita;g.;1861_01_24;Mántua
;;N/A: ;Naranjo;p.;;De Cárdenas g. Rayo, p. Naranjo, con 500 cajas de azúcar.;;Rayo;g.;1861_01_24;Cárdenas
;;N/A:  | N/A: ;García;p.;;De Cárdenas g. Juanita, p. García, con 10.000 tabacos y 550 cajas azúcar.;;Juanita;g.;1861_01_24;Cárdenas
;;N/A: ;Cusi;cp.;;De Cárdenas vap. Cérdenas, cp. Cusi, con 1230 cajas de azúcar.;;Cérdenas;vap.;1861_01_24;Cárdenas
;;N/A:  | N/A: ;Giazalez;pat.;;De Jarucogol. Reserva, pat. Giazalez, con 42 cajas de azúcar y 41 bocoyea miel de purga.;;Reserva;gol.;1861_01_25;Jarucogol
;;N/A: ;Padilla;p.;;De Banes gol. Manuelita, p. Padilla, con 204 cajas de azúcar.;;Manuelita;gol.;1861_01_25;Banes
;;N/A:  | N/A: ;Guevara;pat.;;De Matanzas gol. Adela, pat. Guevara, con 630 cajas de azúcar y 50 sacos de café.;;Adela;gol.;1861_01_25;Matanzas
;;N/A: ;Pebles;pat.;;De Cárdenas gol. Antonia, pat. Pebles, con 370 cajas de azúcar.;;Antonia;gol.;1861_01_25;Cárdenas
;;N/A:  | N/A:  | N/A:  | N/A: ;Gonzalez;pat.;;Del Marjel gol. Altagracia, pat. Gonzalez, con 107 cajas de azúcar, 44 bocoyes de id., 2 pipas de aguardiente y 6 cuarteros de miel de abejas.;;Altagracia;gol.;1861_01_25;Marjel
;;N/A: ;Alfonso, cap. Ceballos;cap.;;De Cárdenas cap. Alfonso, cap. Ceballos, con 448 cajas de azúcar.;;;;1861_01_26;Cárdenas
;;N/A: ;Pojol;p.;;De id. gol. Arancana, p. Pojol, con 430 cajas de azúcar.;;Arancana;gol.;1861_01_26;id.
;;N/A: ;Vazquez;p.;;De id. gol. Joaquina, p. Vazquez, con 600 cajas de azúcar.;;Joaquina;gol.;1861_01_26;id.
;;N/A: ;Gonzalez;p.;;De Bantes gol. Manuela Josefa, p. Gonzalez, con 77 cajas de azúcar.;;Manuela Josefa;gol.;1861_01_26;Bantes
;;N/A: ;Lopez;p.;;De la Dominica gol. Leonarda, p. Lopez, con 170 cajas de azúcar.;;Leonarda;gol.;1861_01_26;Dominica
;;N/A:  | N/A:  | N/A: ;Sorra;p.;;De Remedios gol. Paquete de Galbarien, p. Sorra, con 40 tercerolas miel de abejas, 10 pipas de aguardiente y 152 tercios de tabaco.;;Paquete de Galbarien;gol.;1861_01_26;Remedios
;;N/A: ;Arimou;cap.;;De Cuba y Libara pol. Carolina, cap. Arimou, con 221 sacos de café.;;Carolina;pol.;1861_01_26;Cuba y Libara
;;N/A: ;Inchausti;cp.;;De Sagra la Grande vap. Maisi, cp. Inchausti, con 15 tere. micle de abejas.;;Maisi;vap.;1861_01_29;Sagra la Grande
;;N/A:  | N/A: ;Olivera;p.;;De Cabañas g. Teresita, p. Olivera, con 150 caj. y 12 huc. azúcar y 39 pipas aguardiente.;;Teresita;g.;1861_01_29;Cabañas
;;N/A:  | N/A: ;Palacios;p.;;De Canas g. Josefa, p. Palacios, con 44 boc. miel de purga y 2 caj. azúcar.;;Josefa;g.;1861_01_29;Canas
;;N/A: ;Basilio;p.;;De Cárdenas g. Joven Carlota, p. Basilio, con 400 cajas azúcar.;;Joven Carlota;g.;1861_01_29;Cárdenas
;;N/A: ;Bellat;p.;;De Matanzas g. Amalia, p. Bellat, con 759 cajas de azúcar.;;Amalia;g.;1861_01_29;Matanzas
;;N/A: ;Enseñat;p.;;De las Pozas lancha Sin Ignal, p. Enseñat, con 430 cajas azúcar.;;Sin Ignal;lancha;1861_01_29;las Pozas
;;N/A: ;Rodríguez;p.;;Del Jácaro berg. Amistad, p. Rodríguez, con 570 cajas de azúcar.;;Amistad;berg.;1861_01_29;Jácaro
;;N/A: ;Cusi;cp.;;De Cárdenas vap. Cárdenas, cp. Cusi, con 1631 cajas de azúcar.;;Cárdenas;vap.;1861_01_30;Cárdenas
;;N/A: ;Nuñez;p.;;De Cárdenas gol Agüila de Oro, p. Nuñez, con 610 cajas de azúcar.;;Agüila de Oro;gol;1861_01_30;Cárdenas
;;N/A: ;García;p.;;De Cárdenas g. Juanita, p. García, con 600 cajas de azúcar.;;Juanita;g.;1861_01_31;Cárdenas
;;N/A: ;Naranjo;p.;;De Cárdenas g. Rayo, p. Naranjo, con 150 cajas de azúcar.;;Rayo;g.;1861_01_31;Cárdenas
;;N/A:  | N/A: ;S. Claudio;p.;;De Cárdenas g. Victoria, p. S. Claudio, con 531 cajas y 6 panes azúcar.;;Victoria;g.;1861_01_31;Cárdenas
;;N/A: ;Pujol;p.;;De Cárdenas g. Araucana, p. Pujol, con 450 cajas de azúcar.;;Araucana;g.;1861_01_31;Cárdenas
;;N/A: ;Juan;p.;;De Cárdenas g. Rosita, p. Juan, con 520 cajas de azúcar.;;Rosita;g.;1861_01_31;Cárdenas
;;N/A: ;Pobles;p.;;De Cárdenas g. Antónia, p. Pobles, con 310 cajas de azúcar.;;Antónia;g.;1861_01_31;Cárdenas
;;N/A: ;Gil;p.;;De Cárdenas g. Cuatro Hijos, p. Gil, con 440 cajas de azúcar.;;Cuatro Hijos;g.;1861_01_31;Cárdenas
;;N/A: ;Lorenzo;p.;;De Mañanas g. Panchita, p. Lorenzo, con 500 cajas de azúcar.;;Panchita;g.;1861_01_31;Mañanas
;;N/A: ;Ceballón;cap.;;De Cárdenas vap. Alfonso, cap. Ceballón, con 1585 cajas de azúcar;;Alfonso;vap.;1861_02_01;Cárdenas
;;N/A:  | N/A: ;Pagés;p.;;De Sierra Morena gol. Molestadora, p. Pagés, con 37 bocas de miel de purga y 50 cajas de azúcar.;;Molestadora;gol.;1861_02_01;Sierra Morena
;;N/A:  | N/A: ;Freire;p.;;De Cárdenas gal. Trea Torreña p. Freire, con 530 cajas de azúcar y 16 bocuyes id.;;Trea Torreña;gal.;1861_02_01;Cárdenas
;;N/A: ;Torres;p.;;De la Teja gol. Dorotea, p. Torres, con 300 cajas de azúcar.;;Dorotea;gol.;1861_02_01;la Teja
;;N/A: ;González;p.;;De Jaruco gol. Remerva, p. González, con 60 bocoyes miel de purga.;;Remerva;gol.;1861_02_01;Jaruco
;;N/A: ;Cusi;p.;;De Jaruco gol. Jarquena, p. Cusi, con 14 quarteros de abejas.;;Jarquena;gol.;1861_02_01;Jaruco
;;N/A: ;Jurado;p.;;Del Rio de la Palma gol. Joven Pilar, p. Jurado con 374 cajas de azúcar.;;Joven Pilar;gol.;1861_02_01;Rio de la Palma
;;N/A: ;Knecht;p.;;Del Jácaro gol. Genovoa, p. Knecht, con 528 cajas de azúcar.;;Genovoa;gol.;1861_02_01;Jácaro
;;N/A: ;Dardell;p.;;De Matanzas gol. Elvira, p. Dardell, con 600 cajas de azúcar.;;Elvira;gol.;1861_02_01;Matanzas
;;N/A:  | N/A: ;Ferrer;p.;;Del Júcaro berg. Pirino, p. Ferrer, con 850 cajas de azúcar y 1,5 pipas de aguardiente.;;Pirino;berg.;1861_02_01;Júcaro
;;N/A: ;Cusi;cap.;;De Cárdenas vap. Cárdenas, cap. Cusi, con 1437 cajas de azúcar.;;Cárdenas;vap.;1861_02_08;Cárdenas
;;N/A:  | N/A: ;Guevara;p.;;De Mutanzas gol. Adela, p. Guevara, con 600 cajas de azúcar y 9 cuarteros mied de abejas.;;Adela;gol.;1861_02_09;Mutanzas
;;N/A: ;Inchausti;cap.;;De Remedios cap. Maisi, cap. Inchausti, con 9 pipas de aguardiente.;;Maisi;;1861_02_10;Remedios
