arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
Día 14:;;N/A: ;Piacis;cap.;;De Buenos Aires y Matanzas en 14 dias frag. franc. independencon, cap. Piacis, ton. 195, con tassjo, á los Sro. Caro y compa.;franc.;independcon;frag.;1861_01_08;Buenos Aires y Matanzas
Día 1:;;N/A: ;Gomez;cp.;;De Sagu, la Grande en 1 dia berg. esp. Fabian, cp. Gomez, ton. 112, en lastre, á los Srea. San Pelayo, P. y comp.;esp.;Fabian;berg.;1861_01_08;Sagu, la Grande
Día 6:;;N/A: ;Carmin;cap.;;De Charleston en 6 dias apal. amer. Plyng Stud, cap. Carmin. ton. 145, con arroz, á D. J. M. Morales y comp.;amer.;Plyng Stud;apal.;1861_01_08;Charleston
Día 11:;;N/A: ;Coombs;cap.;;De New-York en 11 dias berg. amer. Bolle Barnard, cap. Coombs, toh. 325, con efectos, á los Sro. Bascariza y Ser.;amer.;Bolle Barnard;berg.;1861_01_08;New-York
Día 4:;;N/A:  | N/A: ;Berry;cap.;;De Panascola en 4 dias berg. amir. L. M. Merritt, cap. Berry, ton. 90, con maderas y ladrillos, á D. S. C. Burnham y comp.;am;L. M. Merritt;berg.;1861_01_08;Panascola
Día 12:;;N/A: ;Wright;cap.;;De Mobila en 12 dias gol. amer. Eduard Barnard, cap. Wright, ton. 143, con maderas, á D. A. Roig y comp.;amer.;Eduard Barnard;gol.;1861_01_08;Mobila
Día 5:;;N/A: ;Bullock;cap.;;De New-York en 5 dias vapor am. Bienjillo, cap. Bullock, ton. 1600, con efectos, á los Srea. Cahuzac H. -Pasag. 10x.;am.;Bienjillo;vapor;1861_01_08;New-York
Día 6:;;N/A: ;Lewis;cap.;;De Tampico y Veracruz en 6 dias vapor ing. Clyde, cap. Lewis, ton. 1070, con efectos, al Sr. Cónsal ingl. -Pasag. 20.;ing.;Clyde;vapor;1861_01_08;Tampico y Veracruz
Día 2:;;N/A: ;Johnston;cap.;;De New-Orleans en 2 dias rap. am. De Soto, cap. Johnston, ton. 1600, con efectos, á los Srea. Cahuzac H. -Pasag. 33. -Salo mañana á las 12 para New-York.;am.;De Soto;rap.;1861_01_08;New-Orleans
Día 11:;;N/A: ;Ellingwood;cap.;;De New-York en 11 dias berg. am. Yanthe, cap. Ellingwood, ton. 242, con efectos, á los Srea. Perez y Martínez.;am.;Yanthe;berg.;1861_01_08;New-York
Día 55:;;N/A:  | N/A:  | N/A: ;Oliver;cap.;;De Buenos-Aires en 55 dias pol. esp. Isabell, cap. Oliver, ton. 305, con tassjo á los Srea. Sam. y cp.;esp.;Isabell;pol.;1861_01_08;Buenos-Aires
Día 2:;;N/A:  | N/A: ;Weir;cap.;;Rnro 8.—Do Tampa y Cayo-Hueco en 2 días vap. am. Salvador, cap. Weir, tom. 430. con ganado y aves á los Sres. D. S. C. Burnham y cp.;am.;Salvador;vap.;1861_01_09;Tampa y Cayo-Hueco
Día 10:;;N/A: ;Morrows;cap.;;De New-York en 10 días pail. am. Phoe, cap. Morrows, tom. 123, con efectos, á los Sres. Ulricl, P. y cmp.;am.;Phoe;pail.;1861_01_09;New-York
Día 44:;;N/A:  | N/A: ;Walte;cap.;;De Liverpool en 44 días frag. am. Abby Blanchard, cap. Walte. 590, con carbon, á la compañía del gas. De Mobila en 3 días pail. am. Chevist, esp. Strout, tom. 120, con maderas, á los Sres. S. Pelayo. P. y comp.;am.;Abby Blanchard;frag.;1861_01_09;Liverpool
Día 10:;;N/A: ;Reed;cap.;;De Savannah en 10 días borg. am. Gem, cap. Reed, tom. 101, con maderas, á los Sres. S. O. Burnham y comp.;am.;Gem;borg.;1861_01_09;Savannah
Día 5:;;;Vright;cap.;;De Jacksonville en 5 dias pail. am. Atlantic, cap. Vright,;am.;Atlantic;pail.;1861_01_10;Jacksonville
Día 65:;;;;;;De Buenos Aires en 65 dias berg. esp. Jóven Eduardo,;esp.;Jóven Eduardo;berg.;1861_01_10;Buenos Aires
;;;Francisco;cap.;;Para Avilés berg. cap. Francisco, cap. Fuenti, por don J. de la Partilla.;;;berg.;1861_01_10;
Día 6:;;;Sullivan;cap.;;De Pausacola en 6 dias berg. ing. Triumph, cap. Sullivan,;ing.;Triumph;berg.;1861_01_10;Pausacola
;;;Bernard;cap.;;Para Cárdenas frag. frane. Tarene, cap. Bernard, por los sedores C. Caro y comp.;;Tarene;frag.;1861_01_10;Cárdenas
;;;D. José Rodríguez de Arias;cap.;10-01-YYYY;Enero 10.- De Nueva-York frag. de hélice do S. M. Reenguela, comand. el cap. de navío D. José Rodríguez de Arias.;;Reenguela;frag.;1861_01_11;Nueva-York
;;;Griffin Esqr.;com.;;De Mobila vapor de los Estados-Unidos Crusader, com. Griffin Esqr.;Estados-Unidos;Crusader;vapor;1861_01_11;Mobila
Día 19:;;N/A: ;Crosby;cap.;12-01-XXXX;Enero 12.- De Colon en 19 dias berg. ing. Martha, cap. cap. Crosby, ton. 271, en lastre, al capitan.;ing.;Martha;berg.;1861_01_13;Colon
Día 3:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Minana;cap.;;De Matanzas en 3 dias berg. esp. Cid, cap. Minana, toneladas 225, en lastre, a los Sre. Noriega, O. y cp.;esp.;Cid;berg.;1861_01_13;Matanzas
Día :;;;;;;De arribada por bacer agua el berg. esp. Firmé, que había salido el 6 para santand.;esp.;Firmé;berg.;1861_01_13;
Día 60:;;N/A: ;Bengochea;cap.;;De Amberes en 60 días berg. esp. Ramon, cap. Bengochea, ton. 175, con mercancías, á los Sres. Balbiani y cp.;esp.;Ramon;berg.;1861_01_15;Amberes
Día 60:;;N/A: ;Prince;cap.;;De Troon en 60 días frag. am. Rialto, cap. Prince, tonel. 499, con carbón, al capitán.;am.;Rialto;frag.;1861_01_15;Troon
Día 60:;;N/A: ;Alcina;cap.;;De Montevideo en 60 días pol. esp. Silencio, cap. Alcina, ton. 164, con taxajo, á los Sres. Samá, S. y cp.;esp.;Silencio;pol.;1861_01_15;Montevideo
Día 47:;;N/A: ;Bastarrechea;cap.;;De Liverpool en 47 días berg. esp. Esperanza, cap. Bastarrechea, ton. 267, con mercancías, al capitán.;esp.;Esperanza;berg.;1861_01_15;Liverpool
Día 1:;;N/A: ;Arceña;cap.;;De Canarias y Matanzas en 1 día del segundo frag. esp. Gran Canaria, cap. Arceña, ton. 523, con efectos, á los señores Vale Icis y Cruz.;esp.;Gran Canaria;frag.;1861_01_15;Canarias y Matanzas
Día 55:;;N/A:  | N/A: ;Coll.;cap.;;De Montevideo en 55 días pol. esp. Anita, cap. Coll. ton. 200, con tazao, á los señores Escauriza y Serpa.;esp.;Anita;pol.;1861_01_16;Montevideo
Día 25:;;N/A: ;Mier;cap.;;De Santander en 25 días vapor esp. Montañesa, cap. Mier, ton. 366, con harina, á D. J. M. Morales y comp. —Pasag. 291.;esp.;Montañesa;vapor;1861_01_16;Santander
Día 51:;;N/A: ;Achutegui;cap.;;De Liverpool en 51 días frag. cap. Perfecta, cap. Achutegui, ton. 237, con mercancías, á los Srec. Caro y comp.;;Perfecta;frag.;1861_01_16;Liverpool
;;N/A: ;Reed;cap.;;De Cayo-Huevo vivero am. Prulie, cap. Reed, ton. 27, cou pescado, á D. F. Schnabellus y comp.;am.;Prulie;vivero;1861_01_16;Cayo-Huevo
Día 19:;;N/A: ;Rocá;cap.;;De Curazao en 19 días frag. cap. Julieta, cap. Rocá, ton. 266, con rai, á los Srec. Torres y Comellas.;;Julieta;frag.;1861_01_16;Curazao
Día 12:;;N/A:  | N/A: ;Holsé;cap.;;De Savannah en 12 días berg. amir. H. Balch, cap. Holsé, ton. 144, con arroz y maderas, á D. M. A. Herrera y comp.;am;H. Balch;berg.;1861_01_16;Savannah
Día 6:;;N/A: ;Brewster;cap.;;De St. Mary's en 6 días pail. am. James M. Holmes, cap. Brewster, ton. 295, con maderas, á D. J. M. Morales y comp.;am.;James M. Holmes;pail.;1861_01_17;St. Mary's
Día 11:;;N/A: ;Goodl;cap.;;De Jacksonville en 11 días berg. am. Frances Arthemic, cap. Goodl, ton. 154, con maderas, á los Sres. Cahuzac hermanos.;am.;Frances Arthemic;berg.;1861_01_17;Jacksonville
Día 15:;;N/A:  | N/A: ;Meare;cap.;;De Boston en 15 días pail. am. B. Flaner, cap. Meare, ton. 257, con envasas, á los Sres. Cahuzac hermanos.—Pasaj. 3.;am.;B. Flaner;pail.;1861_01_17;Boston
Día 21:;;N/A: ;Henderson;cap.;;De Portland en 21 días berg. am. May Flower, cap. Henderson, ton. 153, con maderas, á D. N. J. Gomez y cp. Young.;am.;May Flower;berg.;1861_01_17;Portland
Día 18:;;N/A: ;D. N. J. Gomez;cap.;;De Portland en 18 días pail. am. Harriett, cap. D. N. J. Gomez y cp. ton. 147, con durmientes á los Sres. D. N. J. Gomez y cp.;am.;Harriett;pail.;1861_01_17;Portland
Día 8:;;N/A: ;Lencurier;cap.;;De New-York y Nassau en 8 días vap. ing. Karnak, cap. Lencurier, ton. 997, con efectos, á los Sres. D. J. M. Morales y cp.—Pasaj. 22.;ing.;Karnak;vap.;1861_01_17;New-York y Nassau
Día 6:;;N/A: ;Osmís;cap.;17-01-XXXX;Enero 17.- De Sisal on 6 días pol. esp. Tercita, cap. Osmís, tou. 97, con efectos, á D. S. Villaverde.;esp.;Tercita;pol.;1861_01_18;Sisal
Día 52:;;N/A: ;Bulloch;cap.;;De Nueva-Orleans on 52 horas vaporam. Bienville, cap. Bulloch, tou. 1633, con efectos, á los Sres. Cahuzac H.-Pasageros 59.;;Bienville;vapor;1861_01_18;Nueva-Orleans
Día 50:;;N/A: ;Iseu;cap.;;De Montevideo y Matanzas en 50 días pl. esp. María Arunta, cap. Iseu, ton. 156, con taxajo. á los Sres. Samá, S. y comp.;esp.;María Arunta;pl.;1861_01_18;Montevideo y Matanzas
Día 19:;;N/A: ;Palmer;cp.;;De Portland en 19 días pail. amer. M. Roxana, cp. Palmer, tons. 1-4, con envasas, al capitan.;amer.;M. Roxana;pail.;1861_01_18;Portland
Día 14:;;N/A: ;Thorp;cp.;;De Savannah en 14 días berg. amor. Hope, cp. Thorp, ton. 183, con maderas, á los señores D. M. A. Herrera y comp.;;amor. Hope;berg.;1861_01_18;Savannah
Día 62:;;N/A: ;Rodriguez;cap.;;De Montevideo en 62 días pol. esp. Nueva Angelita, capitan Rodriguez, tons. 152, con taxajo, á los señores Llanuza y comp.;esp.;Nueva Angelita;pol.;1861_01_18;Montevideo
Día 90:;;N/A: ;Fábregas;cp.;;De Montevideo y Matanzas en 90 días pol. esp. Felicia, cp. Fábregas, ton. 212, con taxajo, á los señores Samá, Sotolongo y 11.;esp.;Felicia;pol.;1861_01_18;Montevideo y Matanzas
Día 26:;26-01-XXXX;N/A: ;Lawless;cap.;19-01-XXXX;Enero 19.- De New-York en 7 días vap. am. W. G. Howe, cap. Lawless, ton. 747, con efectos, á los Sres. Cahuza H.-Parag. 52.;am.;W. G. Howe;vap.;1861_01_19;New-York
;;N/A: ;Charles;cap.;;De Caxo-Hueco viv. am. C. W. Chipman, cap. Charles, ton. 39, con pescado, á D. F. Schnabeliuy y cp.;am.;C. W. Chipman;am.;1861_01_19;Caxo-Hueco
Día 13:;;N/A: ;Melville;cap.;;De New-Port en 13 días berg. am. Redwood, cap. Melville, ton. 144, con viveres, á D. S. C. Burnham y cp.;am.;Redwood;berg.;1861_01_19;New-Port
Día 47:;;N/A:  | N/A:  | N/A: ;Ana;cap.;;De Montovide y Matanzas en 47 días frag. esp. cap. Ana, cap. Sensat, ton. 245, cont. tas. á los Sres. Samí, S. y comp.;esp.;;frag.;1861_01_19;Montovide y Matanzas
Día 18:;;N/A: ;Cook;cap.;;De New-York en 18 días pail. am. Pilots Bride, cap. Cook, ton. 22, con efectos, al capitán.;am.;Pilots Bride;pail.;1861_01_19;New-York
Día 19:;;N/A: ;Thompson;cp.;;De N. York en 19 días berg. am. Jacob Dock, cp. Thompson, ton. 393, con mercancías, al cap.;am.;Jacob Dock;berg.;1861_01_19;N. York
Día 10:;;N/A: ;Gulde;cp.;;De N. York en 10 días frag. am. D. Jex, cp. Gulde, tn. 319, comerciarias.;am.;D. Jex;frag.;1861_01_19;N. York
;;N/A: ;Cunningham;cap.;;De Cayo-Hueso viv. am. Jessie Pinckney, cap. Cunningham, ton. 36, con pecado, á los Srea. Schnabelius y comp.;am.;Jessie Pinckney;viv.;1861_01_22;Cayo-Hueso
Día 8:;;N/A: ;Briggs;cap.;;De Mobla en 8 días pail. am. los Srea. Panny Porr, cap. Briggs, ton. 119, con maderas, á D. A. Roig y comp.;am.;Srea. Panny Porr;pail.;1861_01_22;Mobla
;;N/A: ;Rogers;cap.;;De Cayo-Hueso viv. am. Comet, cap. Rogers, ton. 43, con pecado, á los Srea. Schnabelius y comp.;am.;Comet;viv.;1861_01_22;Cayo-Hueso
Día 16:;;N/A: ;Sleeper;cap.;;De Boston en 16 días frag. am. Pathhinder, cap. Sleeper, ton. 400, con efectos, á D. M. Herrera y comp.;am.;Pathhinder;frag.;1861_01_22;Boston
Día 5:;;N/A: ;capitán Shafield;cap.;;De New-York en 5 días vap. amer. Quaker City, cap. capitán Shafield, ton. 1435, con efectos, á D. I. M. Zangroniz y compa.;amer.;Quaker City;vap.;1861_01_22;New-York
Día 54:;;N/A: ;Isern;cp.;;De Barcelona y Manzanillo en 54 días pol. esp. Ronda, cp. Isern, ton. 135, con efectos, á los Sres. Llanuza. H? y compañía.;esp.;Ronda;pol.;1861_01_23;Barcelona y Manzanillo
Día 4:;;N/A:  | N/A:  | N/A: ;D. Francisco de P. Ramos Izquierdo;cap.;;De la mar vapor de S. M. Francisco de Asía, su command. el Sr. capitán don navío D. Francisco de P. Ramos Izquierdo. De Sántomas en 4 días rop. Ing. Teviot, Gilluts, ts. 1,130, con efectos, al Sr. Cónsul inglés.—Pañag. 50.;ing.;Francisco de Asía;vapor;1861_01_23;Sántomas
Día 14:;;N/A: ;Shute;cap.;;De Pansacola en 14 días berg. am. Isaac Carver, cap. Shute, ta. 196, con maderas, á los Sres. Adot, S. y Cp.;am.;Isaac Carver;berg.;1861_01_23;Pansacola
;;N/A: ;Donnison;cap.;;De Cayo-Hueso viv. am. William Batty, cap. Donnison, ton. 63, con percado, á D. F. Schnabelius y cp.;viv.;William Batty;am.;1861_01_24;Cayo-Hueso
Día 53:;;N/A: ;Sennat;cap.;;De Buenos-Aires en 53 días berg. esp. Celestina, cap. Sennat, ton. 254, con tazos, á los Sres. Escauriza y Serpa.;esp.;Celestina;berg.;1861_01_24;Buenos-Aires
;;;D. Victor Suarez;cap.;23-01-2023;Fenero 23.- De la Guaira berg. de S. M. Habanero, conte el cap. de frag. D. Victor Suarez.;;Habanero;berg.;1861_01_25;La Guaira
Día 7:;;N/A: ;Carolina;cap.;;De Cuba 'en 7 dias pol. cap. Carolina, cap. Arimom, ton. 115, con efectos al cap.;;;pol.;1861_01_25;Cuba
Día 14:;;N/A: ;Mc. Gill;cap.;24-01-XXXX;Enero 24.- De New-York en 14 dias frag. amer. James Welsh, cap. Mc. Gill, ton 327, con mercancías, á los señores Galdiz y Nenminger.;amer.;James Welsh;frag.;1861_01_25;New-York
Día 18:;;N/A: ;Noyes;cap.;;De Baltimore en 18 dias frag. am. John Knox, cap. Noyes, ton. 330, con carbon, al capitan.;am.;John Knox;frag.;1861_01_25;Baltimore
Día 17:;;N/A:  | N/A:  | N/A: ;Haynes;cap.;;De Portland en 17 dias berg. am. Mecosta, cap. Haynes, tons. 222, con cuvas, al capitan.;am.;Mecosta;berg.;1861_01_25;Portland
Día 11:;;N/A: ;West;cap.;;De Wilmington en 11 dias berg. am. (Geo. Albert, capitan West) ton. 199, con maderas, á D. S. de la Huerta.;am.;Geo. Albert;berg.;1861_01_25;Wilmington
Día 16:;;N/A: ;Bartlett;cap.;;De Portland en 16 dias frag. am. Mary Sawyer, cap. Bartlett, ton. 276, con envases, á D. J. M. Morales y Comp.;am.;Mary Sawyer;frag.;1861_01_25;Portland
Día 10:;;N/A: ;Bangs;cap.;;De Filadelfia en 10 dias pail. am. Nightingale, cap. Bangs, ton. 164, con efectos, á D. J. Carricaburu.;am.;Nightingale;pail.;1861_01_25;Filadelfia
;;N/A: ;Perez;cap.;;De Cayo-Hueco viv. am. Julia Latham, cap. Perez, ton. 50, con pescado á D. P. Marty.;am.;Julia Latham;am.;1861_01_25;Cayo-Hueco
Día 73:;;N/A: ;Vau- Yos;cap.;;De New-Castle en 73 dias berg. hol. Libra, cap. Vau- Yos, ton. 219, con carbon á la Comp. del gas.;hol.;Libra;berg.;1861_01_25;New-Castle
Día 7:;;N/A: ;Rodriguez;cap.;;De Tabasco en 7 dias berg. cap. Yucatán, cap. Rodriguez, ton. 133, con efectos á los Sres. Bustamante y Cp.;;Yucatán;berg.;1861_01_25;Tabasco
Día 5:;;;S. M.;cap.;;De Yeracruz en 5 días vap. de S. M. Blanco de Garay, su;;Blanco de Garay;vap.;1861_01_26;Yeracruz
Día 58:;;;;;;De Bremen y Matanzas en 58 días frag. brem. Meridian,;brem.;Meridian;frag.;1861_01_26;Bremen y Matanzas
Día 20:;;;Wright;cp.;;De Filadelfia en 20 días berg. ing. Ashley, cp. Wright, in.;ing.;Ashley;berg.;1861_01_26;Filadelfia
Día 11:;;N/A: ;Collins;cp.;;De Còon en 11 días pall. ing. Binerca, cp. Collins, in. 64,;ing.;Binerca;pall.;1861_01_26;Còon
Día 18:;;N/A: ;Cook;cap.;;De Píldad elíq en 18 días pall. am. Dirge, cap. Cook, tos.;am.;Dirge;pall.;1861_01_26;Píldad
Día 7:;;N/A: ;Sanders;cap.;;De Michell en 7 días pall. am. Rautfras, cap. Sanders, ton.;am.;Rautfras;pall.;1861_01_26;Michell
Día 17:;;;capitan;cap.;;De Bristol en 17 días berg. am. Mary C. Pierce, capitan;am.;Mary C. Pierce;berg.;1861_01_26;Bristol
Día 6:;;N/A: ;Johnston;cap.;;De New-York en 6 días vapor am. De-Soto, cap. Johnston, ton. 1600, con efectos, à los Sres. Cahucac H.-Pasag. 84.;am.;De-Soto;vapor;1861_01_29;New-York
Día 74:;;N/A:  | N/A:  | N/A: ;H.-low;cap.;;De Amberes en 74 días frag: am. W. A. Banks, cap. H.-low, ton. 467, con larrillos, à los Sres. Schasfeunberg. T. v.-Dol Havro en 75 días berg, cse. Antonio, cap. cap. 1°-28, ton. 242, con mercancías, à los Sres. Caro y comp.-P. oidea, De Hamburg en 61 días berg, cap. Nuevo Senor A. G. Larrabazal, ton. 240, con mercancías, à los Sres. A. D. J. M. Morales y comp.;am.;W. A. Banks;frag;1861_01_29;Amberes
Día 7:;;N/A: ;Thompson;cap.;;De Nassau en 7 días pail. inglés Annie, cap. Thompson, ton. 23, en lastre, à los Sres. Solá y Carbovell.;inglés;Annie;pail.;1861_01_29;Nassau
Día 16:;;N/A: ;Shaw;cap.;;De Norfolk en 16 días pail. am. J. W. Fich, cap. Shaw, te. 257, con afe, à los Sres. N. J. Gomez y comp.;am.;J. W. Fich;pail.;1861_01_29;Norfolk
Día 45:;;N/A: ;Obe (Oberador), cap. Vidal;cap.;23-01-XXXX;Enero 23.- De Cláiz y Tenerife en 45 días frag. cap. Obe (Oberador), cap. Vidal, ton. 255, con frutos, à los Sres. García y Barón.-Page. 34.-Adomán conduce 27 náuticos de la frag. am. David Brown, cuyos individuos reconocen el 14 de enero en latitud 19° 19' Oeste y long. 41° 23' minutos.;am.;David Brown;frag.;1861_01_29;Cláiz y Tenerife
Día 56:;;N/A: ;Larrauri;cap.;;Del Havre en 56 días berg. cap. Ntra. Sra. del Carmen, cap. Larrauri, ton. 174, con mercancías, à los Sres. Higal D. y cp.;;Ntra. Sra. del Carmen;berg.;1861_01_29;Havre
Día 43:;;N/A: ;García;cap.;;De la Coruña en 43 días frag. cap. Teresa, cap. García, ton. 200, con frutos, à los Sres. Samá S. y comp.-Pasag. 45.;;;frag.;1861_01_29;la Coruña
Día 4:;;N/A: ;Grant;cap.;;De Panzacola en 4 días berg. am. Fanny Field, cap. Grant, ton. 331, con maderas, al Sr. Bonet.;am.;Fanny Field;berg.;1861_01_29;Panzacola
Día 10:;;N/A: ;Heyzen;cp.;;De Norfolk en 10 días frag. danesa Helvitten, cp. Heyzen, ton. 434, con maderas, al cap.;danesa;Helvitten;frag.;1861_01_29;Norfolk
Día 15:;;N/A: ;Stapley;cap.;;Kerme 39 - De Portland en 15 días berg. am. James B. Davis, cap. Stapley, ton. 17 con derrames en los Sres. N. J. Gomez y cp.;am.;James B. Davis;berg.;1861_01_30;Portland
Día 15:;;N/A:  | N/A: ;Fiod.;cp.;;De Cardiff en 15 días frag. una Ferrovia cp. Fiod. ton. 285, con carbón, sleep.;;Ferrovia;frag.;1861_01_30;Cardiff
Día 5:;;N/A: ;Smith;cp.;;De Tron en 5 días frag. am. Ben. Porrance, cp. Smith, ton. 225, con carbón, al capitán.;am.;Ben. Porrance;frag.;1861_01_30;Tron
Día 15:;;N/A: ;Wilkins;cap.;;De Cardiff en 15 días frag. am. Lexington, cap. Wilkins, ton. 341, con carbón, al Capitán.;am.;Lexington;frag.;1861_01_30;Cardiff
Día 12:;;N/A:  | N/A:  | N/A: ;Higley;cap.;;De Wilmington en 12 días berg. am. Walash, cap. Higley, ton. 355, con madera, 4 D. S. C. Burnham y cp.;am.;Walash;berg.;1861_01_30;Wilmington
Día 15:;;N/A: ;Mc Donald;cap.;;De Portland en 15 días berg. am. Elmer, cap. Mc Donald, ton. 179, con madera, al capitán.;am.;Elmer;berg.;1861_01_30;Portland
Día 14:;;N/A: ;Hathaway;cap.;;De Wiscons en 14 días frag. am. Samuel Shepherd, cap. Hathaway, ton. 357, con cuervos, a los Sres. Adol. S. y C.;am.;Samuel Shepherd;frag.;1861_01_30;Wiscons
Día 21:;;N/A: ;Green-lant;cap.;;De Portland en 21 días berg. am. Rio Grande, cap. Green-lant, ton. 195, con cuervos, al capitán.;am.;Rio Grande;berg.;1861_01_30;Portland
Día 1:;;N/A:  | N/A: ;Littlefield;cap.;;De Portland en 1 días paíl. am. White, Sop. cap. Littlefield, ton. 177, con madera, 5 D. J. M. Morales y comp.;am.;White, Sop.;paíl.;1861_01_30;Portland
Día 15:;;N/A: ;Fede-Vaft;cap.;;De Liverpool en 15 días frag. esp. María Justa, cap. Fede-Vaft, ton. 225, con mercancías, al capitán.;esp.;María Justa;frag.;1861_01_30;Liverpool
Día 6:;;N/A: ;capitán Cooper;cap.;;De Liverpool en 6 días frag. am. Almanda Sper, cap. capitán Cooper, ton. 497, con efectos, a los Sres. Scharenberg, T. y comp.;am.;Almanda Sper;frag.;1861_01_30;Liverpool
