arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
Día 75:;;N/A: ;Gelpí;cap.;;Buenos Aires y Ponce, en 75 dias pole. esp, Antonieta, cap. Gelpí, trip. 9, tons. 149, con tasajo, á la;esp;Antonieta;pole.;1885_01_25;Buenos Aires y Ponce
;;;Cimiano;cap.;;de Santander, cap. Cimiano. trip. 113, tons. 2520 con;;;;1885_01_27;Santander
Día 34:;;N/A: ;Hanley;cap.;;-Cardiff en 34 dias gol. amer. Edward P. Avery, capitan Hanley, trip. 9, tons. 576, con carbon á M.;amer.;Edward P. Avery;gol.;1885_01_27;Cardiff
Dia 27:;;N/A: ;Staples;cap.;;Dia 27: De Nueva Orleans y escalas en 5 dias, vap. amer. Morgau. cap. Staples, trip. 37, tons 537, con carga general, á Lawton y Ho;amer.;Morgau;vap.;1885_01_28;Nueva Orleans
;;N/A:  | N/A: ;Sosvilla;cap.;;Maria Luisa, cap. Sosvilla, trip. 16, tons. 271, con;;Maria Luisa;;1885_01_28;
Dia 28:;;N/A: ;Retdolda;cap.;;Dia 28: De Nueva York en 5 dias, vap. amer. City of Alexandría. cap. Retdolda, trip. 57, tona. 1.701: con carga;amer.;City of Alexandría;vap.;1885_01_29;Nueva York
Día 7:;;N/A:  | N/A: ;Miller;cap.;;-Baltimore en 7 dias, vap. amer. America, cap. Miller, trip. 18, tons. 781: con carbon, maquinaria y;amer.;America;vap.;1885_01_29;Baltimore
Día 3:;;;;cap.;;Veracruz en 3 dias, vap. francés Colombie, cap.;francés;Colombie;vap.;1885_01_29;Veracruz
Día 29:;;;;cap.;;ta 29 De Nueva York en 4 dias vap. amer. Niágara. cap.;amer.;Niágara;vap.;1885_01_30;Nueva York
Día 26:;;N/A:  | N/A:  | N/A:  | N/A: ;Miraude;cap.;;Las Palmas en 26 dias gol. cap. San Antonio (a) Pasible, cap. Miraude, trips. 9, tons. 144, con carga general, à Galban, Rice y C;;San Antonio (a) Pasible;gol.;1885_01_30;Las Palmas
Día 29:;;;;cap.;;iverpool y escalas en 29 dias vap. esp. Asia, cap.;esp.;Asia;vap.;1885_01_30;Liverpool
;;;Rettig;cap.;;Washington, cap. Rettig. trip. 65, tons. 1,687: con;;;;1885_01_31;Washington
Dia 30:;;N/A: ;Bride;cap.;;Dia 30: De Baltimore en 18 dias gol. amer. Ruth F. Cartisle, capitau Bride, trip. 7, tons. 298, con carbon de piedra,;amer.;Ruth F. Cartisle;gol.;1885_02_01;Baltimore
;;N/A: ;Hoffeses;cap.;;cap. Hoffeses, trip. 8, tons. 428. con madera, á Duran y Ca;;;;1885_02_03;
Día 14:;;N/A:  | N/A: ;Pearce;cap.;;Nueva York en 14 dias, berg. & mer. John H. Crandon, cap. Pearce, trip. 9, tons. 494: con carbon y petroleo, à Luis Placé.;;John H. Crandon;berg.;1885_02_03;Nueva York
;;N/A:  | N/A: ;;cap.;;cap. Little, trip. 9. tons. 559: con carbon y bocoyes;;Little;trip.;1885_02_03;
Dia 3:;;;Urrutibeascoa;cap.;;Dia 3: oh spiona ob siel Li De Nueva-York en 4 dias vapor esp. Ramon de Herrera, cap. Urrutibeascoa, trip. 53, tons. 624, con carga;esp.;Ramon de Herrera;vapor;1885_02_04;Nueva-York
Día 5:;;N/A: ;Baker;cap.;;-Nneva-Orleans y escalas en 5 dias vapor am. Hutchinson, cap. Baker, trip. 34, tons. 909, con carga;am.;Hutchinson;vapor;1885_02_04;Nneva-Orleans
Día 4:;;;Backer;cap.;;Dia 4: De Sagua en 12 horas, vap. amer. Niágara, cap. Backer,;amer.;Niágara;vap.;1885_02_05;Sagua
Dia 5:;;;;cap.;;Dia 5: De Nueva York en 4 dias, vap. amer. Newport, cap.;amer.;Newport;vap.;1885_02_06;Nueva York
Día 17:;;N/A:  | N/A:  | N/A: ;Garcia Mata;cap.;;Nueva Orleans y escalas en 17 dias, vap. mej. México, cap. Garcia Mata, trip. 129, tons. 2,251: con;mej.;México;vap.;1885_02_06;Nueva Orleans
;;N/A: ;Villamil;cap.;;cap. Villamil, trip. 46, tons. 848: con carga general,;;;;1885_02_06;
Dia 6:;;N/A: ;Gartiez;cap.;;Dia 6: De Liverpool en 20 dias, vap. esp. Federico, cap. Gartiez, trip. 39. tons. 1,460: con carga general, á Deulofeu, hijo y C;esp.;Federico;vap.;1885_02_08;Liverpool
Dia 7:;;N/A:  | N/A:  | N/A: ;Ojinaga;cap.;;Dia 7: De Liverpool y escalas en 13 dias, vap. maj. Tamaulipas, cap. Ojinaga, trip. 120, tons. 2,625: con carga;;maj. Tamaulipas;vap.;1885_02_08;Liverpool
Día 46:;;N/A: ;Abril;cap.;;-Barcelona en 46 dias barca esp. Estrella de la Mañana, cap. Abril, trip. 16, tons. 661, con carga general;esp.;Estrella de la Mañana;barca;1885_02_10;Barcelona
;;N/A: ;San Emeterio;cap.;;P. de Satrústegui, cap. San Emeterio, trip 87. tons.;;;;1885_02_10;P. de Satrústegui
Día 21:;;N/A:  | N/A: ;Nouvellon;cap.;;Dia 10 De Saint Nazaire y escalas en 21 dias, vap. francés Ville de Brest, cap Nouvellon, trip. 128 tons. 1730: con;francés;Ville de Brest;vap.;1885_02_11;Saint Nazaire
Día 5:;;N/A:  | N/A: ;Staples;cap.;;carga general, à Bridat, Montros y Ca -Nueva Orleans y escalas en 5 dias, vap. amer. Morgan, cap Staples, tri. 35, tons. 537: con carga general à Lawton v Ho;amer.;Morgan;vap.;1885_02_11;Nueva Orleans
Día 1:;;;Curtis;cap.;;-Cárdenas en 1 dia vap. amer. Newport, cap. Curtis.;amer.;Newport;vap.;1885_02_11;Cárdenas
;;N/A: ;Ugalde;cap.;;cap. Ugalde, trip. 89, tons. 1,350: con carga general,;;;;1885_02_12;
Día 21:;;;;cap.;;Filadelfia en 21 dias gol. amer. Hattie Dunn, cap.;amer.;Hattie Dunn;gol.;1885_02_14;Filadelfia
;;;Marshall;cap.;;cap. Marshall, trip. 8, tons. 443, en lastre, á Luis;;;;1885_02_15;
Dia 14:;;N/A: ;Seira;cap.;;Dia 14: De Montevideo y escalas en 79 dias berg. esp. Almirante. cap. Seira, trip. 7, tons. 187, con tasajo, á Alberti Carbó y Comp.;esp.;Almirante;berg.;1885_02_15;Montevideo
Dia 14:;;;Campoamor;cap.;;Dia 14: De Liverpool y Cádiz en 5 dias vap. esp. Asturiano, capitan Campoamor, trip. 28, tons. 1,127, con carga;esp.;Asturiano;vap.;1885_02_17;Liverpool y Cádiz
;;N/A: ;Baker;cap.;;Hutchinson. cap. Baker. trip. 39, tons. 909, con carga general, á Lawton y Hno.;;Hutchinson;;1885_02_17;
;;N/A: ;Carballo;cap.;;cap. Carballo, trip. 6, tons. 37, con lastre, á M Suarez.;;;;1885_02_17;
Día 17:;;N/A: ;Rettig;cap.;;Dia 17: De Nueva York en 4 dias, vap. amer. City of Washington, cap. Rettig, trip. 56, tons. 1,687: con carga,;amer.;City of Washington;vap.;1885_02_18;Nueva York
;;N/A:  | N/A: ;Iglesias;cap.;;esp. Julian Antonio, cap. Iglesias, trip. 13, tons. 296:;esp.;Julian Antonio;;1885_02_18;
Dia 17:;;N/A: ;Sawyer;cap.;;Dia 17: De Nueva York en 15 dias gol, amer General S. E. Mawin, cap. Sawyer, trip. 10, tons. 692, con carbon, á;amer;General S. E. Mawin;gol;1885_02_19;Nueva York
Día 1:;;;Intosh;cap.;;-Sagua en un dia vap. amer. Saratoga, cap. Intosh,;amer.;Saratoga;vap.;1885_02_19;Sagua
Dia 18:;;N/A: ;Francisco Diaz;cap.;;Dia 18: De Cavo Hueso en 1 dia vivero amer. Wallace Blackford, cap. Francisco Diaz, trip. 10, tons. 38: con pescado salado, á M. Suarez.;;Wallace Blackford;vivero;1885_02_20;Cavo Hueso
;;N/A: ;Luzárraga;cap.;;cap. Luzárraga, trip. 40, tons. 1,400: con carga general, á Deulofen, hijo y Ca;;;;1885_02_21;
;;;Baker;cap.;;amer. Niágara, cap. Baker, trip. 56, tons. 1,667: con;amer.;Niágara;;1885_02_21;
Dia 21:;;;;cap.;;Dia 21: De Veracruz en 3 dias vap. francés Ville de Brest, cap.;francés;Ville de Brest;vap.;1885_02_22;Veracruz
Día 22:;;;Thomp;cap.;;Dia 22. De Veracruz en 6 dias vap. ing. Capulet, cap. Thomp;ing.;Capulet;vap.;1885_02_24;Veracruz
Día 4:;;N/A: ;Smith;cap.;;-Sanhtomas y escalas en 4 dias vap. ing. Solent, capitan Smith, trip. 66, tons. 1 205: con carga general,;ing.;Solent;vap.;1885_02_24;Sanhtomas
Día 21:;;;;cap.;;Nueva York en 21 dias berg. amer. John Swan, cap.;amer.;John Swan;berg.;1885_02_24;Nueva York
;;N/A: ;Spalekhaver;cap.;;cap. Spalekhaver, trip. 11, tons. 504: con carbon, á;;;;1885_02_24;
;;N/A: ;W. Ludwigs;cap.;;cap. W. Ludwigs, trip. 10, tons. 733, con carbon, &;;;;1885_02_24;
Día 22:;;N/A: ;Strong;cap.;;-Baltimore en 22 dias gol. Sergia B. Mc Forland, cap. Strong, trip.;;Sergia B. Mc Forland;gol.;1885_02_24;Baltimore
Día 22:;;N/A: ;Aberasturi;cap.;;-Liverpool en 22 dias vap. esp. Enrique, cap. Aberasturi, trip. 38, tons. 1571, con carga general, á Deulofen, hijo y Cp.;esp.;Enrique;vap.;1885_02_24;Liverpool
;;N/A: ;Ugarte;cap.;;cap. Ugarte, trip. 61, tons. 1114, con carga general;;;;1885_02_24;
Dia 23:;;N/A:  | N/A:  | N/A: ;W. Shackford;cap.;;Dia 23: De Willmington en 2 dias yacht amer. de vap. Halanta, cap. W. Shackford, trip. 48, tons. 584, & Todd,;amer.;Halanta;yacht;1885_02_25;Willmington
Dia 24:;;N/A: ;Staples;cap.;;Dia 24: De Nueva Orleans y escalas en 5 dias vap. amer. Harlan. cap. Staples, taip. 37, tons. 994. con carga general. á Lawton y Ho;amer.;Harlan;vap.;1885_02_25;Nueva Orleans
;;N/A:  | N/A: ;Maruferd;cap.;;cap. Maruferd, tri, 8, tons. 525: con carbon & L. V.;;;tri;1885_02_26;
Dia 25:;;;Riberas;cap.;;Dia 25: De Barcelona y escalas en 25 dias vapor español Santiago, cap. Riberas, trip. 58, tons. 1,027, con carga;español;Santiago;vapor;1885_02_27;Barcelona
Día 4:;;;;cap.;;De Nueva York en 4 dias vapor amer. Newport,;amer.;Newport;vapor;1885_02_27;Nueva York
Día 28:;;;Bande;cap.;;-Cardiff en 28 dias vap. danes Harald, cap. Bande,;danes;Harald;vap.;1885_03_01;Cardiff
Día 19:;19-03-YYYY;N/A: ;Cirad;cap.;;Dia 19 de Marzo: De Liverpool Santander en 17 dias vap. esp. Francisca, cap. Cirad, trip. 42, tons. 1,939: con carga general, á Deulofeu, hijo y C.;esp.;Francisca;vap.;1885_03_03;Liverpool
Dia 3:;;N/A:  | N/A:  | N/A: ;Baker;cap.;;"Dia 3: De Nueva Orleans y escalas en 5 dias. vap. am. Hutobinson, cap Baker, trip. 39 tons. 900; con carga";am.;Hutobinson;vap.;1885_03_04;Nueva Orleans
;;N/A: ;Xeynoid;cap.;;cap. Xeynoid, trip 57, tons. 1701, con carga general;;;;1885_03_04;
Día 11:;;N/A: ;Quevedo;cap.;;-Veracruz en 11 dias bea. esp. Feliciana, cap. Quevedo, trip. 12, tons. 200, con carga, á Galvan, Kios;esp.;Feliciana;bea.;1885_03_04;Veracruz
Día 1:;;;Curtis;cap.;;-Matanzas en 1 dia vap. amer. Newport, cap. Curtis,;amer.;Newport;vap.;1885_03_05;Matanzas
;;;Mr. Shakford;cap.;;Atalanta, cap. Mr. Shakford, trip. 48, tons. 284, á;;Atalanta;;1885_03_17;
Día 41:;;N/A:  | N/A:  | N/A: ;Baker;cap.;;Nueva Orleans y escalas en 41 dias vapor americano Hutchinson cap. Baker, trip. 39, tons. 909, con;americano;Hutchinson;vapor;1885_03_17;Nueva Orleans
;;N/A: ;Deaken;cap.;;cap. Deaken, trip. 68, tons. 1,756: con carga general,;;;;1885_03_18;
;;;Pagés;cap.;;-Barcelona berg. esp. Angela, cap. Pagés.;esp.;Angela;berg.;1885_03_18;Barcelona
;;;Canish;cap.;;-Cárdenas vap. ing. Danesh Monarch, cap. Canish.;ing.;Danesh Monarch;vap.;1885_03_18;Cárdenas
Dia 17:;;;Deaken;cap.;;Dia 17: Para Veracruz vap. amer. City of Puebla, cap. Deaken.;amer.;City of Puebla;vap.;1885_03_19;Veracruz
;;;Camptell;cap.;;Hampton Boads vap. ing. Danedin, cap. Camptell,;ing.;Danedin;vap.;1885_03_19;Hampton Boads
Dia 19:;;N/A: ;Carballo;cap.;;Dia 19: De Cayo Hueso en un dia viv, amer. Alaska, cap. Carballo, trip. 8 tons. 41, con lastre, á M Suarez.;amer.;Alaska;viv;1885_03_20;Cayo Hueso
Día 31:;;;;;;-De Barcelona y escalas en 31 dias vap. esp. Castilla,;esp.;Castilla;vap.;1885_03_20;Barcelona
;;N/A: ;Sarerah;cap.;;cap. Sarerah, trip. 56, tons. 1604, con carga general,;;;;1885_03_20;
Día 26:;;N/A: ;Echevarria;cap.;;-Liverpool en 26 dias vap. esp Pedro, cap. Echevarria, trip. 33. tons. 764, con carga general, á Deulofen, hijo y Cp.;esp;Pedro;vap.;1885_03_20;Liverpool
;;N/A: ;Gasteiz;cap.;;Carballo, trip. 7, tons. 37, en lastre. & M. Suarez. -Liverpool y escala vap. esp. Alicia, cap. Gasteiz,;esp.;Alicia;vap.;1885_03_21;Liverpool
;;N/A: ;Larrañaga;cap.;;cap. Larrañaga, trip. 123, tons. 4070, con carga general, á J. M. Avendaño y Cp.;;;;1885_03_21;
;;;Reynolds;cap.;;Alexandria, cap. Reynolds, trip. 64. tons. 1701, con;;;;1885_03_21;Alexandria
Día 7:;;N/A: ;;cap.;;carga general, à Todd, Hilalgo y Cp - Panzacola en 7 dias gol. amer. L. A. Edwards, cap.;amer.;L. A. Edwards;gol.;1885_03_21;Panzacola
;;;Jover;cap.;;española Consuelo, cap. Jover, trip. 10, tons. 443,;;Consuelo;española;1885_03_22;
;;N/A: ;Riera;cap.;;cap. Riera, trip. 14. tons. 422, con tasajo, à L. Ruiz;;;;1885_03_22;
Dia 22:;;N/A: ;Viel;cap.;;"Dia 22: De Veracruz, en 3 dias, vap. francés Ville de Saint Nazaire, cap. Viel, trip. 127, tons. 1,744; con carga general á Bridat, Montrós y Cp.";francés;Ville de Saint Nazaire;vap.;1885_03_24;Veracruz
Día 4:;;N/A: ;Armstrong;cap.;;"Santhomas y escalas en 4 dias, vap. ing. Esk, capitan Armstrong, trip. 66, tons. 1,734; con carga general á G. R. Ruthven.";ing.;Esk;vap.;1885_03_24;Santhomas
Día 24:;;N/A: ;Perales;cap.;;-Colon y escalas en 24 dias, vapor español M. L, Villaverde, cap. Perales, trip. 60, tons. 1,501: con carga;español;M. L. Villaverde;vapor;1885_03_24;Colon
;;N/A: ;Echevarría;cap.;;cap. Echevarría. trip. 32, tons. 1,785: con carga general á Claudio G. Saenz y Op.;;;;1885_03_24;
;;N/A: ;Llorca;cap.;;cap. Llorca, trip. 12, tons. 420: con carga, á Joaquin;;;;1885_03_25;
Dia 24:;;N/A:  | N/A: ;;trip.;;Dia 24: De Nueva Orleans y escalas en 5 dias vap. amer. Harlan, can Staples, trip. 37, tons. 994: con carga general, á Lawton y hermano.;amer.;Harlan;vap.;1885_03_25;Nueva Orleans
Día 44:;;N/A: ;Rettig;cap.;;-Nueva York en 44 dias vap. amer. City of Washington, cap. Rettig, trip. 56, tons. 1,687: con carga general, á Todd, Hidalgo y Cp.;amer.;City of Washington;vap.;1885_03_25;Nueva York
Dia 24:;;N/A: ;Heingleman;cap.;;Dia 24: Da Cardiff en 23 dias vap. danés Valmer. cap. Heingleman, trip. 23, tons. 1,531: con carbon, á M. Calvo;danés;Valmer;vap.;1885_03_26;Cardiff
Día 18:;;N/A: ;LuzaTraga;cap.;;De Liverpool en 18 dias vap. esp. Guillermo, cap. LuzaTraga, trip. 38 tons. 1,163: con carga general, á Deulofeu, hijo y Cp.;esp.;Guillermo;vap.;1885_03_26;Liverpool
;;N/A: ;Fales;cap.;;cap. Fales, trip. 8, tons. 519: con madera, á Luis;;;;1885_03_26;
Dia 25:;;N/A: ;RIberas;cap.;;Dia 25: De Nueva York en 5 dias, vap. esp. Santiago, cap. RIberas, trip. 60, tons. 1240: con carga general á J. Ginerés y Cp.;esp.;Santiago;vap.;1885_03_27;Nueva York
;;N/A: ;Palmer;cap.;;cap. Palmer, trip. 10, tons. 489: con carbon á Vionet,;;;;1885_03_27;
Día 16:;;N/A: ;Whartel;cap.;;-Filadelfia en 16 dias, berg. am. M. C. Marnier, capitan Whartel, trip. 7, tons. 274: con carbon á Santa;am.;M. C. Marnier;berg.;1885_03_27;Filadelfia
;;N/A: ;Aisina;cap.;;bca. esp. Guayaquil, cap. Aisina, trip. 11, tons. 313:;esp.;;bca.;1885_03_27;Guayaquil
Día 20:;;N/A: ;Leng;cap.;;-Cardiff én 20 días, vap. ing. Junwermay, cap. Leng, trip. 21, tons. 952: con carbon à la órden.;ing.;Junwermay;vap.;1885_03_27;Cardiff
Día 1:;;N/A:  | N/A:  | N/A: ;Carballo;cap.;;Cayo Hueso en 1 dia, viv. am. Christiana, cap. Carballo, trip. 8, tons. 37: en lastre á M. Suarez.;am.;Christiana;viv.;1885_03_27;Cayo Hueso
;;N/A: ;Bangs;cap.;;cap. Bangs, trip. 9, tons. 570: con aceito á J. Conill;;;;1885_03_27;
;;N/A:  | N/A:  | N/A: ;;cap.;;cap. Newbury, trip. 8 tons. 609, con carbon y madera, & L. B. Place.;;Newbury;;1885_03_28;
Dia 27:;;;Cimiano;cap.;;Dia 27: De Cádiz y escalas en 17 dias vap. esp. Ciudad de Santander, cap. Cimiano, trip. 122, tons. 3968, con carga;esp.;Ciudad de Santander;vap.;1885_03_28;Cádiz
Día 20:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Sosvilla;cap.;;Dia 20: -De Canarias y Calbarien en 33 dias bea. esp. Verdad, cap. Sosvilla trip. 24, tons. 436: con carga general, á A. Sarpa. Trujillo en 24 dias vap. ing. Marco Aurelio, capitan Morgan, trip. 95, tons. 411: con ganado vacuno, á M. Suarez. -Baltime re en 12 dias gta. amer. James Baycé, cap. A H. Danean, trip. 9, tons. 723 con carbon, á la órden. Halifax en 26 dias gta. ing. Centenmid, cap. Gennes, trin. 7, tons 118: con pescado á Lawton y Ho Filadelfia en 12 dias boa. amer. Ada Castin, cap. V. P. Dorp, trip. 9, ts. 435, con carbon, á Santa María.;esp.;Verdad;bea.;1885_03_31;Canarias y Calbarien
Dia 30:;;N/A:  | N/A:  | N/A: ;Baker;cap.;;Dia 30: De Nueva Orleans v escalas en 44 dias vap, amer. Hutchinson, cap. Baker. trip. 37, tons. 909, con carga;amer.;Hutchinson;vap.;1885_03_31;Nueva Orleans
;;N/A: ;Riberas;cap.;;cap. Riberas, trip. 40, tons. 1070: con carga general,;;;;1885_04_01;
Día 31:;;N/A: ;Intosh;cap.;;Dia 31: De Cárdenas en 8 horas, vap. am. Saratoga, capitan Intosh, trip. 58, tons. 1,695: con azúcar de tránsito, á;am.;Saratoga;vap.;1885_04_01;Cárdenas
Día 1:;;N/A: ;Frask;cap.;;-Cayo Hueso en 1 dia, gol. am. Melisse Frask, capitan Frask, trip. 6, tons. 224: en lastre, á Gonzalez,;am.;Melisse Frask;gol.;1885_04_01;Cayo Hueso
Día 60:;;N/A: ;Geternan;cap.;;Barcelona en 60 dias, bca. eap. España, cap. Geternan, trip. 14, tons. 580: con carga general, á C. G.;esp.;eap.;bca.;1885_04_01;Barcelona
Día 66:;;N/A: ;Domenech;cap.;;Barcelona en 66 dias barca esp. Obdulia, cap. Domenech, trip. 13, tons. 342, con carga general, à J. M.;esp.;Obdulia;barca;1885_04_02;Barcelona
Día 2:;;N/A: ;Baker;cap.;;Dia 2 De Nueva York en 4 días vap. amer. Niágara, cap. Baker, trip. 57, tons. 1,667: con carga general, á Todd,;amer.;Niágara;vap.;1885_04_05;Nueva York
;;N/A: ;;cap.;;cap. Burelge, trip. 7, tons. 344: con carbon, á L. V.;;Burelge;;1885_04_05;
;;N/A: ;Deaken;cap.;;Puebla, cap. Deaken, trip. 61, tons. 1,736: con carga.;;;trip.;1885_04_05;Puebla
Día 4:;;N/A:  | N/A: ;Riberas;cap.;;Dia 4: De Matanzas en 6 horas vap. esp. José Baró, cap. Riberas, trip. 48, tons. 1029, con azúcar, de tránsito, á;esp.;José Baró;vap.;1885_04_07;Matanzas
;;N/A: ;Villamil;cap.;;Herrera, cap. Villamil, trip. 49, tons. 624: con carga;;;;1885_04_07;
;;N/A: ;Von Reithe;cap.;;alemana Nymphe, cap. Von Reithe, trip. 243. tons.;alemana;Nymphe;;1885_04_07;
;;N/A:  | N/A: ;G. Mata;cap.;;vap. maj. Mexico, cap. G. Mata, trip. 124 tons. 2,651:;;Mexico;vap.;1885_04_07;
Día 4:;;;Armstrog;cap.;;-Veracruz en 4 dias vap. ing. Esk, cap. Armstrog.;ing.;Esk;vap.;1885_04_07;Veracruz
Dia 6:;;;;cap.;;Dia 6: De Liverpool y escalas en 21 dias vap. osp. Leonoro, cap.;osp.;Leonoro;vap.;1885_04_07;Liverpool
;;N/A: ;Staples;cap.;;Harlan, cap. Staples, trip. 37, tons. 994: con carga;;Harlan;;1885_04_07;
Día 7:;;N/A: ;Rovnolds;cap.;;Dia 7: De Nueva York en 4 dias vap. amer. City of Alexandria, cap Rovnolds. trip. 64. tons. 1,701: con carga;amer.;City of Alexandria;vap.;1885_04_08;Nueva York
