arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
;;N/A: ;Rigó;pat.;;Cabañas, gia. Condor, pat. Rigó: con 700 sacos;;Condor;gia.;1893_01_11;Cabañas
;;N/A:  | N/A: ;Ferrer;pat.;;-Cárdenas, gta. Purisima Concepción, pat. Ferrer: con 50 pipas guardiente y efectos.;;Purisima Concepción;gta.;1893_01_11;Cárdenas
Día 12:;;N/A: ;Ferrer;pat.;;Día 12 De Matanzas, gta. María, pat. Ferrer: con 60 pipas;;María;gta.;1893_01_13;Matanzas
;;N/A:  | N/A:  | N/A: ;Suárez;pat.;;-Gibara, gta. Moralidad, pat. Suárez: con 49 pipote alcohol, 32 tercios tabaco y efectos.;;Moralidad;gta.;1893_01_13;Gibara
;;N/A: ;Viñolas;cap.;;Nuevitas. vapor Mortera, cap. Viñolas: con 350;;Mortera;vapor;1893_01_13;Nuevitas
Día 16:;;N/A: ;Larragán;cap.;;Día 16: De Sagua, vap. Clara, cap. Larragán: con 1,540 sacos azúcar y efectos.;;Clara;vap.;1893_01_17;Sagua
;;N/A: ;Enseñat;pat.;;-S. Morena, gol. Sofía, pat. Enseñat: Lastre.;;Sofía;gol.;1893_01_17;S.
;;N/A: ;Fead;pat.;;Carahatas. gol. 3 Hermanas, pat. Fead: con 400;;3 Hermanas;gol.;1893_01_17;Carahatas
;;N/A:  | N/A: ;Mandilego;pat.;;-Cárdenas, gol. Clio, pat. Mandilego: 40 pipas aguardiente, 43 tercerolas miel.;;Clio;gol.;1893_01_17;Cárdenas
;;N/A: ;Freixas;pat.;;Cabañas, gol. Josefa, pat. Freixas: Lastre.;;Josefa;gol.;1893_01_17;Cabañas
;;N/A: ;Sastre;pat.;;-Mariel, gol. Altagracia, pat. Sastre. Lastre.;;Altagracia;gol.;1893_01_17;
;;N/A: ;Toicido;pat.;;-Matanzas, gol. 2 Hermanas, pat. Toicido: con 40;;2 Hermanas;gol.;1893_01_17;Matanzas
;;N/A: ;Clar;pat.;;-Morrillo, gta. Britania, pat. Clar: con 300 sacos;Britania;;gta.;1893_01_20;Morrillo
;;N/A: ;Rigó;pat.;;-Cabañas, gta. Condor, pat. Rigó: con 440 sacos;;Condor;gta.;1893_01_20;Cabañas
;;N/A: ;Cabaleiro;pat.;;Congojas, gta. Rosita, pat. Cabaleiro: con 500;;Rosita;gta.;1893_01_25;Congojas
;;N/A: ;Cuevas;pat.;;-Cárdenas, gta. Angelita, pat. Cuevas: con 100;;Angelita;gta.;1893_01_25;Cárdenas
;;N/A: ;Valent;pat.;;Cárdenas, gta. Juan Toralla, pat. Valent: con 50;;Juan Toralla;gta.;1893_01_25;Cárdenas
;;N/A: ;Fonrodona;pat.;;Sierra Morena, gta. Tres Hermanas, pat. Fonrodona: con 800 sacos carbón.;;Tres Hermanas;gta.;1893_01_25;
;;N/A: ;Ferrer;pat.;;-Cárdenas, gta. Purísima Concepeión, pat. Ferrer: con 2000 sacos azúcar.;;Purísima Concepeión;gta.;1893_01_25;Cárdenas
Día 26:;;N/A: ;Real;cap.;;Día 26 De Malas Aguas, vapor Tritón, cap. Real: con 309;;Tritón;vapor;1893_01_27;Malas Aguas
;;N/A: ;Pereda;cap.;;-Sagua, vapor Adela, cap. Pereda: con 720 sacos;;Adela;vapor;1893_01_27;Sagua
;;N/A:  | N/A: ;Pujol;pat.;;-Teja, gta. Joven Catalina, pat. Pujol: con 90 sacos carbón y 1000 caballos leña.;;Joven Catalina;gta.;1893_01_27;Teja
;;N/A: ;Ginesta;cap.;;Nuevitas, vapor San Juan, cap. Ginesta: con 300;;San Juan;vapor;1893_01_31;Nuevitas
;;N/A: ;Villalonga;pat.;;-Cabañas, gol. Carmita, pat. Villalonga: con 450;;Carmita;gol.;1893_01_31;Cabañas
Día 01:;;N/A: ;Zaragoza;pat.;;-Rajas, gol. Angelita, pat. Zaragoza: con 600 sacos carbón.;;Angelita;gol.;1893_01_31;Rajas
;;N/A: ;Rigó;pat.;;-Cabañas, gol. Condor, pat. Rigó: con 700 sacos;;Condor;gol.;1893_01_31;Cabañas
;;N/A: ;Docal;pat.;;azdcar. --Bajas, gol. Carmita, pat. Docal: con 800 sacos;;Carmita;gol.;1893_01_31;
;;N/A: ;Prats;pat.;;-Dimas, gol. Dos Amigos, pat. Prats: con 800 sacos carbón.;;Dos Amigos;gol.;1893_01_31;Dimas
;;N/A: ;Esteban;pat.;;-Dimas. gol. Vicenta, pat. Esteban: con 800 sacos;;Vicenta;gol.;1893_01_31;
;;;Enseñat;pat.;;-Sierra Morena, gol. Sofía, pat. Enseñat. en lastre;;Sofía;gol.;1893_01_31;Sierra Morena
Día :;;;Colomar;pat.;;-Playas de San Juan, gol. Antonia, pat. Colomar:;;Antonia;gol.;1893_01_31;Playas de San Juan
;;;Alemany;pat.;;-Santa María, gol. Dolorita, pat. Alemany: con;;Dolorita;gol.;1893_01_31;
;;;Inclán;pat.;;-Cabañas, gol. Caballo Marino, pat. Inclán: con;;Caballo Marino;gol.;1893_01_31;Cabañas
;;;Alemany;pat.;;San Cayetano, gol. Rosario, pat. Alemany: epn;;Rosario;gol.;1893_01_31;San Cayetano
Día 31:;;N/A: ;Rodríguez;pat.;;Día 31: De Santo, gol. 2 Rosa, pat. Rodríguez: con 1,000;;2 Rosa;gol.;1893_02_01;Santo
;;;Bontempo;pat.;;-San Cayetano, gol. Gallego, pat. Bontempo: com;;Gallego;gol.;1893_02_01;San Cayetano
Día 19:;;;Mateu;pat.;;Día 19: De Playas de San Juan, gol. Esmeralda, pat. Mateu:;;Esmeralda;gol.;1893_02_02;Playas de San Juan
;;;Alemán;pat.;;-Granadillo, gol. Ignacia Alemán, pat. Mir: con;;Ignacia;gol.;1893_02_02;Granadillo
;;N/A: ;Lazo;pat.;;-Nuevitas, gol. Emilia, pat. Lazo: con 80 caballos;;Emilia;gol.;1893_02_02;Nuevitas
;;;Alemany;pat.;;-Cárdenas, gol. Joven Pilar, pat. Alemany: con;;Joven Pilar;gol.;1893_02_02;Cárdenas
;;N/A: ;Sastre;pat.;;-Mariel, gol. Altagracia, pat. Sastre: en lastre.;;Altagracia;gol.;1893_02_02;
Día 3:;;N/A: ;Real;cap.;;Día 3: De Malas-Aguas, vapor Tritón, cap. Real: con 13;;Tritón;vapor;1893_02_04;Malas-Aguas
Día :;;;Calafell;pat.;;-Matadzas, gol. María Josefa, pat. Calafell: con;;María Josefa;gol.;1893_02_04;Matadzas
;;N/A: ;Clar;pat.;;-Morrillo, gol. Britania, pat. Clar: con 300 saco;;Britania;gol.;1893_02_04;Morrillo
;;N/A: ;Santana;pat.;;-Santo, gol. Trinidad, pat. Santana: con 1,000 sa;;Trinidad;gol.;1893_02_04;Santo
;;N/A:  | N/A: ;Ventura;cap.;;-Cuba, vapor Manuela, cap. Ventura: con 200 reses y efectos.;;Manuela;vapor;1893_02_05;Cuba
;;N/A: ;Rigó;pat.;;-Cabañas, gta. Condor, pat. Rigó: con 687 sacos;;Condor;gta.;1893_02_08;Cabañas
;;N/A:  | N/A: ;Cayuso;pat.;;Matanzas, gta. Amalia, pat. Cayuso: con 30 pipas aguardiente y efectos.;;Amalia;gta.;1893_02_08;Matanzas
;;N/A: ;Ferrer;pat.;;Cárdenas, gta. Purísima Concepción, pat. Ferrer: con 200 sacos azúcar.;;Purísima Concepción;gta.;1893_02_08;Cárdenas
Día 9:;;N/A: ;Viñolas;cap.;;Día 9 De Nuevitas, vapor Mortera, cap. Viñolas: con 300;;Mortera;vapor;1893_02_10;Nuevitas
;;N/A: ;Real;cap.;;Malas-Aguas, vapor Tritón, cap. Real: con 200;;Tritón;vapor;1893_02_10;Malas-Aguas
;;N/A:  | N/A: ;Mayans;pat.;;-Baracoa, gol. Aguila, pat. Mayans. con 100 barriles de aceite y 25.000 cocos.;;Aguila;gol.;1893_02_10;Baracoa
;;N/A: ;Clar;pat.;;-Morrillo, gta. Britania, pat. Clar: con 344 sacos;Britania;;gta.;1893_02_11;Morrillo
;;N/A: ;Rigó;pat.;;-Cabañas, gol. Condor, pat. Rigó: con 710 sacos;;Condor;gol.;1893_02_14;Cabañas
;;;Marantez;pat.;;-Dominica, gol. María Magdalena, pat. Marantes:;;María Magdalena;gol.;1893_02_14;Dominica
;;;Cabaleiro;pat.;;-Congojas, gol. María Andrea, pat. Cabaleiro: con;;María Andrea;gol.;1893_02_14;Congojas
;;N/A: ;Ruiz;pat.;;-Arroyos, gol. Dos Hermanas, pat. Ruiz: con 800;;Dos Hermanas;gol.;1893_02_14;Arroyos
;;;Portella;pat.;;-Arroyos, gol. Amable Rosita, pat. Portella: con;;Amable Rosita;gol.;1893_02_14;Arroyos
;;N/A: ;Cardona;pat.;;-Dimas, gol. Especulación, pat. Cardona: con 400;;Especulación;gol.;1893_02_14;Dimas
;;;Rodríguez;pat.;;-Santa María, gol. Golondrina, pat. Rodríguez:;;Golondrina;gol.;1893_02_14;Santa María
;;N/A:  | N/A: ;Ferrer;pat.;;con 600 sacos carbón. -Dimas, gol. Isabel II, pat. Ferrer: con 800 sacos;;Isabel II;gol.;1893_02_14;
;;N/A: ;Padrón;pat.;;-Santa Maria, gol. América, pat. Padrón: con 1000;;América;gol.;1893_02_14;Santa Maria
;;N/A:  | N/A: ;Mandilego;pat.;;-Cárdenas, gol. Clío, pat. Mandilego: con 358 barriles azúcar y 72 pipas aguardiente.;;Clío;gol.;1893_02_14;Cárdenas
;;N/A:  | N/A: ;Pereira;pat.;;--Carahatas, gol. Teresita, pat. Pereira: con 11 pipas aguardiente y 158 bocoyes miel.;;Teresita;gol.;1893_02_14;Carahatas
Día 14:;;N/A: ;Viñolas;cap.;;Día 14 Para Nuevitas, vap, lortere, cap. Viñolas: con 1,00;;lortere;vap;1893_02_15;Nuevitas
;;N/A: ;Real;cap.;;"Malas Agnas, vap. Tritón, cap. Real; con 200";;Tritón;vap.;1893_02_15;Malas Agnas
;;N/A:  | N/A: ;Mayan;pat.;;-Baracoa, gol. Agnila. pat. Mayan: con 100 barriles aceite de coco y 25,000 cocos.;;Agnila;gol.;1893_02_15;Baracoa
;;N/A: ;Clark;pat.;;-Morrillo, gol. Britania, pat. Clark: con 341 sacos;;Britania;gol.;1893_02_15;Morrillo
;;N/A: ;Ferrer;pat.;;"-B, Honda, gol. Mercedita, pat. Ferrer; con 400";;Mercedita;gol.;1893_02_15;Honda
;;;Cantore;pat.;;-Cárdenas, gol. Aguila de Oro, pat. Cantore: con;;Aguila de Oro;gol.;1893_02_15;Cárdenas
;;N/A: ;Alemany;pat.;;Dimas, got. Mercedita, pat. Alemany: con 800;;Mercedita;got.;1893_02_15;
Día 16:;;N/A:  | N/A: ;Juan;pat.;;Día 16: De Cabañas, balandro Rosita, pat. Juan: con 150 sacos azúcar y 22 cuarterolas miel.;;Rosita;balandro;1893_02_17;Cabañas
;;N/A: ;Real;cap.;;-Malas Aguas, vapor Triton, cap. Real: con 1576;;Triton;vapor;1893_02_17;Malas Aguas
;;N/A: ;Pereda;cap.;;-Sagna, vapor Adela, cap. Pereda: con 750 sacos;;Adela;vap.;1893_02_17;
;;N/A: ;Serra;pat.;;-Arroyos, gta. Amalia, pat. Serra: con 800 sacos;;Amalia;gta.;1893_02_18;Arroyos
Día 18:;;N/A: ;Pereda;cap.;;Día 18 De Sagua, vapor Clara, cap. Pereda: con 620 sacos;;Clara;vapor;1893_02_19;Sagua
;;N/A: ;Viñolas;cap.;;Nuevitas, vapor Mortera, cap. Viñolas: con 1,000;;Mortera;vapor;1893_02_19;Nuevitas
;;N/A: ;Rigó;pat.;;-Cabañas, gol. Condor, pat. Rigó: con 750 sacos;;Condor;gol.;1893_02_19;Cabañas
;;N/A: ;Juan;pat.;;Cabañas, gol. Rosita, pat. Juan: con 240 sacos;;Rosita;gol.;1893_02_19;Cabañas
Día :;;;Calafell;pat.;;-Matanzas, gol. María Josefa, pat. Calafell: con;;María Josefa;gol.;1893_02_19;Matanzas
;;;Ferrer;pat.;;Bahia-Honda, gol. Mercedita, pat. Ferrer: con;;Mercedita;gol.;1893_02_19;Bahia-Honda
;;N/A: ;Suárez;pat.;;-Bahía-Honda, gol. Unica de Coyanea, pat. Suárez: con 550 sacos azúcar.;;Unica de Coyanea;gol.;1893_02_19;Bahía-Honda
;;N/A: ;Gil;pat.;;-Banes, gol. Dos Isabeles, pat. Gil: con 500 sacos;;Dos Isabeles;gol.;1893_02_19;Banes
;;N/A: ;Zaragoza;pat.;;-Bajas, gol. Angelina, pat. Zaragoza: con 410 sacos carbón.;;Angelina;gol.;1893_02_22;
;;;Espina;pat.;;Morrillo, gol. Joven Marcelino, pat. Espina: con;;Joven Marcelino;gol.;1893_02_22;Morrillo
;;N/A: ;González;pat.;;Morrillo, gol. Feliz, pat. González: con 51 sacos;;Feliz;gol.;1893_02_22;
;;N/A: ;Clas;pat.;;"-Morrilla, gol. Britania, pat. Clas; con 260 sacos";;Britania;gol.;1893_02_22;Morrilla
;;N/A: ;Fiera;pat.;;-Mariel, gol. Joven Gertrúdis, pat. Fiera: 800 sacos azúcar.;;Joven Gertrúdis;gol.;1893_02_22;Mariel
;;N/A: ;Sastre;pat.;;Mariel, gol. Altagracia, pat. Sastre: eu lastre.;;Altagracia;gol.;1893_02_22;
Día 22:;;N/A: ;Rigó;pat.;;Día 22 De Cabañas, gol. Condor, pat. Rigó: con 788 saces;;Condor;gol.;1893_02_23;Cabañas
;;N/A: ;Tous;pat.;;-Canasi, gol. Sabás, pat. Tous: con 300 sacos azúcar. Carahatas, gol. Tres Hermaoas, pat. Fiad.: con 1,050 sacos azúcar. -Cabañas, gol. Josefa, pat. Freixas: con 700 sacos azúcar y 53 cuarterolas miel.;;Sabás;gol.;1893_02_23;Canasi
;;N/A: ;Juan;pat.;;Cabañas, bdro. Rosita, pat. Juan: con 240 sacos;;Rosita;bdro.;1893_02_23;Cabañas
;;;Marante;pat.;;-Dominica, gol. María Magdalena, pat. Marantes:;;María Magdalena;gol.;1893_02_23;Dominica
;;N/A: ;Clar;pat.;;Morrillo, gol. Britania, pat. Clar: con 100 sacos;;Britania;gol.;1893_02_23;
;;N/A: ;Suárez;pat.;;Bahía-Honda, gol. Unica de Coyanca, pat. Suárez: con 550 sacos azúcar.;;Unica de Coyanca;gol.;1893_02_23;Bahía-Honda
;;;Valent;pat.;;-Cárdenas, gol. Juan Toralla, pat. Valent: con;;Juan Toralla;gol.;1893_02_23;Cárdenas
;;;Ferrer;pat.;;-Cárdenas, gol. Purísima Concepción, pat. Ferrer:;;Purísima Concepción;gol.;1893_02_23;Cárdenas
Día 23:;;N/A: ;Larragán;cap.;;Dia 23 De Sagna, vap. Adela, cap. Larragán: con 592 sacos;;Adela;vap.;1893_02_24;Sagna
;;N/A: ;Real;cap.;;-Malas Aguas, vap. Triton, cap. Real: con 659;;Triton;vap.;1893_02_24;Malas Aguas
;;N/A: ;Vaca;cap.;;-Guantánamo, vap. Julia, cap. Vaca: con 1,980;;Julia;vap.;1893_02_24;Guantánamo
;;N/A: ;Rigó;pat.;;-Cabañas, gol. Condor, pat. Rigó: con 503 sacos;;Condor;gol.;1893_02_28;Cabañas
;;N/A: ;Juan;pat.;;-Cabañas, bdro Rosita, pat. Juan: con 120 sacos;;Rosita;bdro;1893_02_28;Cabañas
;;;Marantez;pat.;;-Dominica, gol. María Magdalena, pat. Marantes:;;María Magdalena;gol.;1893_02_28;Dominica
;;N/A: ;Prats;pat.;;-Dimas, gol. Dos Amigos, pat. Prats: con 800 gacos carbón.;;Dos Amigos;gol.;1893_02_28;Dimas
Día 01:;;;Santana;pat.;;-Santa María, gol. Joven Jaime, pat. Santana:;;Joven Jaime;gol.;1893_02_28;
;;N/A: ;Bontempo;pat.;;-Playas de San Juan, gol. Gallego, pat. Bontempo: con 600 sacos carbón.;;Gallego;gol.;1893_02_28;Playas de San Juan
;;;Villalonga;pat.;;San Cayetano, gol. Carmita, pat. Villalonga: con;;Carmita;gol.;1893_02_28;San Cayetano
;;N/A:  | N/A: ;Cantero;pat.;;Cárdenas, gol. Aguila de Oro, pat. Cantero: con75 pipas aguardiente y efectos.;;Aguila de Oro;gol.;1893_02_28;Cárdenas
;;;Toisido;pat.;;-Matanzas, gol. Dos Hermanas, pat. Toisido: con;;Dos Hermanas;gol.;1893_02_28;Matanzas
;;;Ferrer;pat.;;-Bahía-Honda, gol. Mercedita, pat. Ferrer: con;;Mercedita;gol.;1893_02_28;Bahía-Honda
;;N/A: ;González;pat.;;-Morrillo, gol. Feliz, pat. González: con 60 cuarterolas miel.;;Feliz;gol.;1893_02_28;Morrillo
;;N/A: ;Piera;pat.;;"-Mariel, gol. Joven Gertrudis, pat. Piera; con 800";;Joven Gertrudis;gol.;1893_02_28;
;;;Alemany;pat.;;-Sierra Mor na, gol. Matilde, pat. Alemany: con;;Matilde;gol.;1893_02_28;Sierra Mor
;;N/A: ;Viñolas;cap.;;-Nuevitas, vapor Mortera, cap. Viñolas: con 1,010;;Mortera;vap.;1893_02_28;Nuevitas
Día 28:;;;Urrutibeaseoa;cap.;;Día 28: Caibarién, vapor Alava, cap. Urrutibeaseoa: con efectos.;;Alava;vapor;1893_03_01;Caibarién
;;N/A: ;Alemany;pat.;;Carahatas, gta. Teresita, pat. Alemany: con 180;;Teresita;gta.;1893_03_01;Carahatas
;;N/A: ;Jofre;pat.;;-Sagua, gta. Candita, pat. Jofre: con 1000 sacos;;Candita;gta.;1893_03_01;Sagua
;;N/A: ;Prats;pat.;;-Dimas, gta. Dos Amigos, pat. Prats: con 800 sacos carbón.;;Dos Amigos;gta.;1893_03_01;Dimas
;;;Inclán;pat.;;Cabañas, gol. Caballo Marino, pat. Inclán: com;;Caballo Marino;gol.;1893_03_01;Cabañas
;;N/A: ;Bosch;pat.;;Dominica, gol. Dominica, pat. Bosch: con 217;;Dominica;gol.;1893_03_01;Dominica
;;N/A: ;Clar;pat.;;Morrillo, gol. Britania, pat. Clar: con 215 sacos;;Britania;gol.;1893_03_01;
;;;Barreras;pat.;;Santa Cruz, gol. Joven Manuel, pat. Barreras:;;Joven Manuel;gol.;1893_03_01;Santa Cruz
Día 19:;;;Alemany;pat.;;Día 19: De Punta Alegre, gol. Joven Felipe, pat. Alemany:;;Joven Felipe;gol.;1893_03_02;Punta Alegre
;;N/A: ;Enseñat;pat.;;-Ortigosa, gol. Dolores, pat. Enseñat: con 60 bocoyes miel,;;Dolores;gol.;1893_03_02;Ortigosa
;;;Parcell;pat.;;-Jaruco, gol. Paquete de Jaruco, pat. Parcell:;;Paquete de Jaruco;gol.;1893_03_02;Jaruco
;;N/A: ;Gil;pat.;;-Banes, gol. Josefa, pat. Gil: con 200 sacos azúcar.;;Josefa;gol.;1893_03_02;Banes
Día 2:;;N/A: ;Real;cap.;;Día 2 De Malas-Aguas, vapor Tritón, cap. Real: con 1,00;;Tritón;vapor;1893_03_03;Malas-Aguas
;;N/A: ;Larragán;cap.;;-Sagua, vapor Adela, cap. Larragán: con 800 sa;;Adela;vapor;1893_03_03;Sagua
;;N/A: ;Vaco;cap.;;Nuevitas, vapor Julia, cap. Vaco: con 650 rese;;Julia;vapor;1893_03_03;Nuevitas
;;N/A: ;Juan;pat.;;Cabañas, bdro. Rosita, pat. Juan: con 240 saco;;Rosita;bdro.;1893_03_03;Cabañas
;;N/A:  | N/A:  | N/A:  | N/A: ;Vázquez;pat.;;"-Nuevitas, gol. Emilia, pat. Vázquez: con 100 novillos; 100 caballos leña y efectos,";;Emilia;gol.;1893_03_03;Nuevitas
;;;Espino;pat.;;-Morrillo, gol. Joven Marcelino, pat. Espino: co;esp.;Joven Marcelino;gol.;1893_03_03;Morrillo
;;N/A: ;Gil;pat.;;-Banes, gol. Dos Isabeles, pat. Gil: con 500 saco;;Dos Isabeles;gol.;1893_03_03;Banes
;;N/A: ;Sastre;pat.;;Mariel, gol. Altagracia, pat. Sastre: con 500 saco;;Altagracia;gol.;1893_03_03;
;;N/A: ;Freixas;pat.;;-Cabañas, gol. Josefa, pat. Freixas: con 742 saco;;Josefa;gol.;1893_03_03;Cabañas
;;N/A: ;Pagés;pat.;;-Jaruco, gol. Joven Lola, pat. Pagés: con 300 sa;;Joven Lola;gol.;1893_03_03;Jaruco
;;N/A: ;Román;cap.;;-Mantua, gol. Lince, cap. Román: con 600 sacos;;Lince;gol.;1893_03_04;Mantua
;;N/A: ;González;pat.;;-Morrillo, gol. Feliz, pat. González: con 41 sacos;;Feliz;gol.;1893_03_04;Morrillo
;;N/A: ;Freixas;pat.;;-Cabañas, gol. Josefa, pat. Freixas: con 742 sacos;;Josefa;gol.;1893_03_04;Cabañas
;;N/A: ;Gil;pat.;;-Banes, gol. Josefa, pat. Gil: con 240 sacos azúcar;;Josefa;gol.;1893_03_04;Banes
;;N/A: ;Sastre;pat.;;-Mariel, gol. Altagracia, pat. Sastre: con 530 sacos;;Altagracia;gol.;1893_03_04;
;;N/A: ;Suárez;pat.;;-Bahía-Honda, gol. Unica de Coyanca, pat. Suárez: con 550 sacos azúcar;;Unica de Coyanca;gol.;1893_03_04;Bahía-Honda
;;N/A: ;Marín;cap.;;-Mantua, yap. Guaniguanico, cap. Marín: con 140;;Guaniguanico;yap.;1893_03_08;Mantua
;;N/A:  | N/A:  | N/A: ;Ferrer;pat.;;tercios tabaco y efectos. -Cáreenas, gla. Purísima Concepción, pat. Ferrer: con 200 sacos azúcar:;;Purísima Concepción;gla.;1893_03_08;Cáreenas
;;N/A: ;Vera;pat.;;-Nnevitas. gta. Cárdenas, pat. Vera: con 400 reges.;;Cárdenas;gta.;1893_03_08;Nnevitas
;;N/A: ;Clar;pat.;;-Morrillo, gta. Britania, pat. Clar: con 240 sacos;Britania;;gta.;1893_03_08;Morrillo
;;N/A: ;Mayans;pat.;;pat. Mayans: con 1000 sacos carbón.;;;;1893_03_08;
;;N/A: ;Gil;pat.;;-Banes, gta. Dos Isabeles, pat. Gil: con 500 sacos;;Dos Isabeles;gta.;1893_03_08;Banes
;;N/A: ;Feliu;pat.;;-Sagua, gta. Victoria, pat. Feliu: con 400 varas;;Victoria;gta.;1893_03_08;Sagua
;;N/A: ;Pajés;pat.;;-Jaruco, gia. Joven Loia, pat. Pajés: con 300 sacos azúcar.;;Joven Loia;gia.;1893_03_08;Jaruco
Día 8:;;N/A: ;Suao;pat.;;Día 8: De Giba a, gol, Moralidad, pat. Suao: con 336 sacos;;Moralidad;gol;1893_03_09;Giba
;;N/A:  | N/A: ;Tous;pat.;;-Canasí, gol. Sabás, pat. Tous: con 310 sacos azúcar, 20 Locoyes miel.;;Sabás;gol.;1893_03_09;Canasí
;;N/A: ;Freixas;pat.;;-Cabañas, gol. Josefa, pat. Freixas: con 742 sacos;;Josefa;gol.;1893_03_09;Cabañas
;;N/A: ;Deulofeu;pat.;;Mariel, gol. Trafalgar, pat. Deulofeu: con 800 sacos azúcar.;;Trafalgar;gol.;1893_03_09;
;;;Espino;pat.;;Morrillo, gol. Joven Marcelino, pat. Espino: con;;Joven Marcelino;gol.;1893_03_09;Morrillo
;;N/A: ;Pujal;pat.;;-Jaruco, gol. Amado Antonio, pat. Pujal: con 300;;Amado Antonio;gol.;1893_03_09;Jaruco
;;N/A: ;Mateu;pat.;;-Congojas, goleta Esmeralda, pat. Mateu: con 1200;;Esmeralda;goleta;1893_03_09;Congojas
;;;Cabruja;pat.;;-Sagua la Chica, gol. 2 Rosa, pat. Cabruja: con;;2 Rosa;gol.;1893_03_09;Sagua la Chica
;;N/A: ;Larragán;pat.;;-Sagua, gol. Adela, pat. Larragán: con 733 sacos;;Adela;gol.;1893_03_09;Sagua
;;N/A: ;Viñolas;cap.;;-Nuevitas, vap. Mortera, cap. Viñolas: con 1,300;;Mortera;vap.;1893_03_09;Nuevitas
;;N/A: ;Ventura;cap.;;-Cuba, vap. Manuela, cap. Ventura: con 350 reses;;Manuela;vap.;1893_03_09;Cuba
Día 9:;;N/A: ;Juan;pat.;;Día 9: De Cabañas, bdro. Rosita, pat. Juan: con 196 sacos;;Rosita;bdro.;1893_03_10;Cabañas
;;;Cabaleiro;pat.;;-Congojas, gol. María Andrea, pat. Cabaleiro: com;;María Andrea;gol.;1893_03_10;Congojas
Día :;;;Suárez;pat.;;-Punta-Alegre, gol. Bella Catalina, pat. Suárez:;;Bella Catalina;gol.;1893_03_10;Punta Alegre
;;;Alemany;pat.;;-Sierra Morena, gol. Pirineo, pat. Alemany: con;;Pirineo;gol.;1893_03_10;Sierra Morena
