arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
;;N/A: ;;;Visquerra;p.;;;;;De Cabañas g. Paquita, p. Visquerra: 996 oncos artcar.;;Paquita;;;g.;1882_01_12;Cabañas;;
;;N/A: ;;;Vich;p.;;;;;De idem g. Ntra. Sra. de la Caridad, p. Vich: 640 oon asticar.;;Ntra. Sra. de la Caridad;;;g.;1882_01_12;idem;;
;;N/A: ;;;Moll;p.;;;;;De Cana g. Lince, p. Moll: 800 asacos de carbon.;;Lince;;;g.;1882_01_12;Cana;;
;;N/A:  | N/A:  | N/A: ;;;Suas;pat.;;;;;De Sierra Morena gol. Habanera, pat. Suas: con 600 sacos carbon, 25 pipas aguardiente y efectos.;;Habanera;;;gol.;1882_01_13;Sierra Morena;;
;;N/A: ;;;Vera;pat.;;;;;De idem gol. Jóven Mäguel, pat. Vera: con 600 sacos carbon.;;Jóven Mäguel;;;gol.;1882_01_13;idem;;
;;N/A:  | N/A: ;;;Mirelis;pat.;;;;;De idem gel. Enriqueta Josefa, pat. Mirelis: con 400 sacos carbon y 100 caballos leña.;;Enriqueta Josefa;;;gel.;1882_01_13;idem;;
Día null:;;N/A: ;;;Piñeyro;pat.;;;;;De Cárdenas gol. Cármen, pat. Piñeyro: con 135 becores astcar.;;Cármen;;;gol.;1882_01_13;Cárdenas;;
;;N/A:  | N/A: ;;;Visquera;pat.;;;;;De Matanzas gol. Amalia, pat. Visquera: con 135 boooves astcar y 57 pipas aguardiente,;;Amalia;;;gol.;1882_01_13;Matanzas;;
;;N/A: ;;;Mandilege;pat.;;;;;De Cárdenas gol. M. Josefs, pat. Mandilege: con 190 toneladas carbon fragua.;;M. Josefs;;;gol.;1882_01_13;Cárdenas;;
;;;;;Santo Domingo-1100;p.;;;;;De Carahatas g. Teresita, p. Santo Domingo-1100 a. andcar y efectes..;;Teresita;;;g.;1882_01_14;Carahatas;;
;;N/A:  | N/A:  | N/A: ;;;;p.;;;;;De Cardeam. Tres Trans, p. Hasellat-100 saces, 19ª boseyes antear y efectos.;;Hasellat;;;Tres Trans;1882_01_14;Cardeam;;
;;N/A:  | N/A:  | N/A: ;;;Alomally-1te;p.;;;;;De Rie Blanco g. Almam, p. Alomally-1te yugos, 1,500 varas madoras, camas carreta.;;Almam;;;g.;1882_01_14;Rie Blanco;;
;;N/A:  | N/A: ;;;Tore-1;p.;;;;;De Bag. Rita Fortuna, p. Tore-1,200 moos 647bon.;;Rita Fortuna;;;;1882_01_14;Bag.;;
;;;;;Cuevas;p.;;;;;De Cárdens g. Angelito, p. Cuevas-con often.;;Angelito;;;g.;1882_01_14;Cárdens;;
;;N/A: ;;;Dans;p.;;;;;De Sagua g. Josefa Coruñesa, p. Dans-1000 aces carben.;;Josefa Coruñesa;;;g.;1882_01_14;Sagua;;
;;N/A:  | N/A: ;;;Pollioer;p.;;;;;De Manzanillo g. Pirineo, p. Pollioer-224 piezas madera y 100 varas yayan.;;Pirineo;;;g.;1882_01_15;Manzanillo;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Cabres;p.;;;;;De Sierra Morena g. Union, p. Cabres-850 sasos, 106 boonyes azúcar y efectos.;;Union;;;g.;1882_01_15;Sierra Morena;;
;;N/A:  | N/A: ;;;Tortell;pat.;;;;;De Cárdenas g. Victoria, pat. Tortell, 122 borores y 216 sacs Rzdcer.;;Victoria;;;g.;1882_01_17;Cárdenas;;
;;N/A:  | N/A: ;;;Bosch;pat.;;;;;De idem g Joanita, pat. Bosch, 87 bocores szúcary 85 pipas agaardiente.;;Joanita;;;g;1882_01_17;idem;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Torres;pat.;;;;;De Cabañas'g. María del Carmen, pat. Torres, 80 fanegas maiz, 30 pipas aguardiente, 18 bocores y 89 sacos azúcar.;;María del Carmen;;;g.;1882_01_17;Cabañas;;
;;N/A: ;;;Torres;pat.;;;;;De San Cayetano g. Isabelita, pat. Torres, 200 oaballox leña.;;Isabelita;;;g.;1882_01_17;San Cayetano;;
;;N/A: ;;;Aguila;;;;;;De Cardovaag Aguila do Ore, Fat Cantero, 180 bocoves szúrar.;;Cantero;;;Fat;1882_01_17;Cardovaag;;
;;N/A: ;;;Lorenzo;pat.;;;;;De Sagna g. Madai'eño, pat. Lorenzo, 200 sacos carbon.;;Madai'eño;;;g.;1882_01_17;Sagna;;
;;N/A: ;;;Casanova;pat.;;;;;De Santa Maria g. Joofa, pat. Casanova, 800 ascos carb. n;;Joofa;;;g.;1882_01_17;Santa Maria;;
;;N/A:  | N/A: ;;;Joy;p.;;;;;De Sierra Morena, g. Tres Hermanas p. Joy, 190 sacos azúcar 16 ble. yefeitos;;Tres Hermanas;;;g.;1882_01_18;Sierra Morena;;
Día XX:;;N/A:  | N/A: ;;;;;;;;;De Mariel. g. A tagracia Maenti: 76 bles. azúcar 18 s. lans.;;A tagracia Maenti;;;g.;1882_01_18;Mariel;;
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;Oliver;pat.;;;;;De Puerto Padre goleta Amistad, patron Oliver: 1400 atravesaños, 600 sacos cáscara, 100 caballos leña y oféstos.;;Amistad;;;goleta;1882_01_19;Puerto Padre;;
;;N/A: ;;;Estóban;pat.;;;;;De Sagna goleta Vicenta, patron Estóban: 900 sacos Carbon.;;Vicenta;;;goleta;1882_01_19;Sagna;;
;;N/A:  | N/A:  | N/A: ;;;Bernasar;patrón;;;;;De Manati galeta Traviata, patron Bernasar: 900 travesaños, 125 quintales oáscara mangle y efectos.;;Traviata;;;galeta;1882_01_19;Manati;;
;;;;;Gil;patron;;;;;De Banes gol ta Naeva Esperanza, patron Gil: en lastre.;;ta Naeva Esperanza;;;gol;1882_01_19;Banes;;
;;N/A:  | N/A:  | N/A: ;;;Jerez;patrón;;;;;"De Playas de San Juan goleta Engrasis, patron Jerez; 260 atravesanos, 600 caballos leña y efectos.";;Engrasis;;;goleta;1882_01_19;Playas de San Juan;;
;;N/A:  | N/A:  | N/A: ;;;Ferrer;pat.;;;;;De Banta Cruz goleta Virgen del Carmen, patron Ferrer: 725 piezas esdro, 125 plezza caoba y efectos.;;Virgen del Carmen;;;goleta;1882_01_19;Banta Cruz;;
;;N/A:  | N/A: ;;;Enseñat;pat.;;;;;De Sierra Morena goleta Sofia, pat. Enseñat: 450 sa098, 70 booeyes asticar.;;Sofia;;;goleta;1882_01_20;Sierra Morena;;
;;N/A: ;;;Pavía;pat.;;;;;De Bajas goleta General La Mar, pat. Pavía: 1900 aaces carbon.;;General La Mar;;;goleta;1882_01_20;Bajas;;
;;N/A: ;;;Visquerra;pat.;;;;;De Cabañas goleta Paquita, pat. Visquerra: 925 races asdoar.;;Paquita;;;goleta;1882_01_20;Cabañas;;
;;N/A: ;;;Visob;pat.;;;;;De Cabañas goleta Ntra. Sra. de la Caridad, patron Visob: 400 sacos anticar.;;Ntra. Sra. de la Caridad;;;goleta;1882_01_20;Cabañas;;
;;N/A:  | N/A:  | N/A: ;;;Enseñat;pat.;;;;;De Cárdenas goleta Tras Teresas, pat. Enseñat: 310 sacos, 80 bocores azúcar y efectes.;;Tras Teresas;;;goleta;1882_01_20;Cárdenas;;
;;N/A:  | N/A:  | N/A: ;;;Valent;pat.;;;;;De Cárdenas goleta Maria del Carmen, pat. Valent: 153 bootyes, 15 cajas ardoar y efectos.;;Maria del Carmen;;;goleta;1882_01_20;Cárdenas;;
;;N/A: ;;;Carbonell;pat.;;;;;De Matanzas goleta Elvira, pat. Carbonell, 170 boco0056A azúcar.;;Elvira;;;goleta;1882_01_20;Matanzas;;
Día null:;;N/A:  | N/A:  | N/A: ;;;Calafell;pat.;;;;;De Matanzas goleta Dos Hermanas, pat. Calafell: 180 boeoyes aztoar, 50 cajas jabon y efectos.;;Dos Hermanas;;;goleta;1882_01_20;Matanzas;;
;;N/A: ;;;Gelpi;pat.;;;;;De la Toja goleta Angelita, patron Gelpi: 600 sacos carbon.;;Angelita;;;goleta;1882_01_20;la Toja;;
;;N/A: ;;;Valdés;pat.;;;;;De la Jaimanitas bote Fanny, pat. Valdés: 3700 ladrillos.;;Fanny;;;bote;1882_01_20;la Jaimanitas;;
Día null:;;N/A: ;;;Mató;pat.;;;;;De Morrillo goleta Dos Hermanas, pat. Mató: 150 onballos leña.;;Dos Hermanas;;;goleta;1882_01_20;Morrillo;;
;;N/A:  | N/A: ;;;Lopes;pat.;;;;;De Cabañas goleta Caballo Marino, pat. Lopes: 60 bocoyes, 500 sacos azúcar.;;Caballo Marino;;;goleta;1882_01_20;Cabañas;;
;;N/A: ;;;Gil;pat.;;;;;De Baracoa goleta Bonifacia, pat. Gil: 4000 ladrillos.;;Bonifacia;;;goleta;1882_01_20;Baracoa;;
;;N/A: ;;;Villalonga;pat.;;;;;De Miel goleta Gertrudis, pat. Villalonga: 144 bocosos azúcar.;;Gertrudis;;;goleta;1882_01_21;Miel;;
Día XX:;;N/A: ;;;Aroohs;pat.;;;;;De Cabañas goleta Conchita, pat. Aroohs: 659 800s szúcar.;;Conchita;;;goleta;1882_01_21;Cabañas;;
;;N/A:  | N/A:  | N/A: ;;;Bosch;pat.;;;;;"De Cárdenas goleta Segunda Maria, pat. Bosch: ""0 fardos suela y carnasa y efectos.";;Segunda Maria;;;goleta;1882_01_21;Cárdenas;;
Día XX:;;N/A:  | N/A: ;;;Iballes;pat.;;;;;De Playas de San Juan goleta Paz, pat. Iballes: 570 atravesaños, 3 palos madoras.;;Paz;;;goleta;1882_01_21;Playas de San Juan;;
;;N/A: ;;;Mater;pat.;;;;;De la Teja goleta Castilla, patron Mater: 1000 snoos earbon.;;Castilla;;;goleta;1882_01_21;Teja;;
;;N/A:  | N/A: ;;;Visquerra-178;p.;;;;;De Matanzas golota Amalia, p. Visquerra-178 boooyes aznicar y factos.;;Amalia;;;golota;1882_01_22;Matanzas;;
;;N/A: ;;;Bosch;p.;;;;;De Tejas goleta Rosa Maris, p. Bosch-290 sacos earbon.;;Rosa Maris;;;goleta;1882_01_22;Tejas;;
;;;;;Fartell;p.;;;;;De Cárdenas goleta Victoria, p. Fartell-con asddar.;;Victoria;;;goleta;1882_01_22;Cárdenas;;
;;N/A: ;;;Alemany;p.;;;;;De Sierra Morena goleta Jóven Pllar, p. Alemanycon azúcar.;;Jóven Pllar;;;goleta;1882_01_22;Sierra Morena;;
;;N/A: ;;;Torres;p.;;;;;De idem go'eta América, p. Torres-110 bocores zúcar.;;América;;;go'eta;1882_01_22;idem;;
;;N/A: ;;;Bernaz;p.;;;;;De Mántus goleta Dos Hermanas, p. Bernaz-500 a. carbon.;;Dos Hermanas;;;goleta;1882_01_22;Mántus;;
;;N/A: ;;;Grandal-3000;patron;;;;;De Jaimanitas g. José Manuel, patron Grandal-3000 ladrillos.;;José Manuel;;;g.;1882_01_25;Jaimanitas;;
;;N/A:  | N/A: ;;;Roca;cap.;;;;;De Cárdenas vapor H.banero, cap. Roca-32 pipas aguardiente y efectos.;;H.banero;;;vapor;1882_01_25;Cárdenas;;
;;N/A: ;;;Cuevas;p.;;;;;De Cárdenas goleta Angelita, p. Cuevas-140 boc.;;Angelita;;;goleta;1882_01_25;Cárdenas;;
;;N/A:  | N/A: ;;;Bosch-129;pat.;;;;;De Cárdenas goleta Juanita, pat. Bosch-129 boo. zúcar y 30 pipas aguardiente.;;Juanita;;;goleta;1882_01_25;Cárdenas;;
;;;;;de la Caridad;Bra.;;;;;De Cabañas g. Nira. Bra. de la Caridad, p. Vich-470 a. anticar.;;Nira.;;;g.;1882_01_25;Cabañas;;
;;N/A:  | N/A: ;;;Pelicer;p.;;;;;"De Matanzas gol. Emilid; p. Pelicer-179 bocoy es, it o. azdoar y efectos.";;Emilid;;;gol.;1882_01_25;Matanzas;;
;;N/A:  | N/A: ;;;Macip-414;pat.;;;;;De Banta Crus g. Rosa María, patron Macip-414 ». »– súcar y efectos.;;Rosa María;;;g.;1882_01_25;Banta Crus;;
;;N/A: ;;;Santos-68;patron;;;;;De idem g. Justics, patron Santos-68 bosoyos szácar;;Justics;;;g.;1882_01_25;idem;;
;;N/A: ;;;Mertinez;patron;;;;;De Banes g. Cecilia Manuela, patron Mertinez-100 boo. asdoar.;;Cecilia Manuela;;;g.;1882_01_25;Banes;;
;;N/A: ;;;Riera-1000;patrón;;;;;De 8agos g. San Franolaco, patron Riera-1000 8860 carbon.;;San Franolaco;;;g.;1882_01_25;8agos;;
;;N/A:  | N/A:  | N/A: ;;;Inolan;patrón;;;;;De Cabañas g. Josefs, patron Inolan-41 bocoyes y 150 a. azúcar y efectos.;;Josefs;;;g.;1882_01_25;Cabañas;;
;;N/A: ;;;Lledó-486cos;pat.;;;;;De Sierra Morena g. Orlaálida, patron Lledó-486cos y 10% bos. asdcar.;;Orlaálida;;;g.;1882_01_25;Sierra Morena;;
;;N/A: ;;;Payol-200;patron;;;;;De Santa Lucia g Carmita, patron Payol-200 atraTOA 50 y 250 caballos leña.;;Carmita;;;g;1882_01_25;Santa Lucia;;
;;N/A: ;;;Garcia;patron;;;;;De Ceja g. Leonarda, patron Garcia-600 saces carbon.;;Leonarda;;;g.;1882_01_25;Ceja;;
;;N/A: ;;;Fernandes;pat.;;;;;De idem.g. Altagracia, patron Fernandes-1000 sacos oarbon.;;Altagracia;;;g.;1882_01_25;idem;;
;;N/A:  | N/A: ;;;Llorda;pat.;;;;;De Bajas g. Cármen Nombre de Dios, patron Llorda -806 s. carbon y efectos.;;Cármen Nombre de Dios;;;g.;1882_01_25;Bajas;;
;;N/A:  | N/A: ;;;Sanchez;p.;;;;;De Jaraco g. Jaruqueña, p. Sanchez-60 fanegas mais y frotor.;;Jaruqueña;;;g.;1882_01_25;Jaraco;;
;;N/A: ;;;Losano;patron;;;;;De Jibacoa g. J. Salvador, patron Losano-200 cabalion lesa.;;J. Salvador;;;g.;1882_01_25;Jibacoa;;
;;N/A: ;;;Cartell;patron;;;;;De Cárdenas g. Anita, patron Cartell-950 bocoyes – Súcar.;;Anita;;;g.;1882_01_25;Cárdenas;;
;;N/A: ;;;Orbay-400;pat.;;;;;De Tujas g. Jóven Catalina, patron Orbay-400 0 carbon.;;Jóven Catalina;;;g.;1882_01_25;Tujas;;
;;N/A: ;;;Amengual;patron;;;;;De Mantua g. Dos Amigos, patron Amengual—1000 8. carbon.;;Dos Amigos;;;g.;1882_01_25;Mantua;;
;;N/A: ;;;Rivas;cap.;;;;;De Gasues vapor Gaariguanico, capitan Rivas-619 tercios tabaco y efectoa.;;Gaariguanico;;;vapor;1882_01_25;Gasues;;
;;N/A: ;;;Pojol;pat.;;;;;De Cárdenas goleta Joaqniaa, pat. Pojol: 160 bocoyes azńcar.;;Joaqniaa;;;goleta;1882_01_26;Cárdenas;;
;;N/A:  | N/A: ;;;Alemany;pat.;;;;;De Matanzas goleta Maria, pat. Alemany: 200 bocoyes, 96 rejas azúcar.;;Maria;;;goleta;1882_01_26;Matanzas;;
Día 01:;;N/A:  | N/A: ;;;Jaan;pat.;;;;;De Cabañas goleta Esmeralda, pat. Jaan: 110 82008, 130 broovos azúcar, 96 pipas aguardiente.;;Esmeralda;;;goleta;1882_01_26;Cabañas;;
;;;;;Covas;pat.;;;;;De Ortigosa goleta Doloritas, pat. Covas: en laatre.;;Doloritas;;;goleta;1882_01_26;Ortigosa;;
;;N/A:  | N/A:  | N/A: ;;;Bernazar;pat.;;;;;De Puerto Padre golets Tres Hermanas, pat. Bernazar: 100 caballos leña, 300 varas cedro, 12 quintales cora;;Tres Hermanas;;;golets;1882_01_26;Puerto Padre;;
Día 01:;;N/A: ;;;Navarro;pat.;;;;;De la Tej goleta Dorotea pat. Navarro: 560 sacos azú ar;;Dorotea;;;goleta;1882_01_26;Tej;;
;;N/A: ;;;P.ñeyro;pat.;;;;;De Cárdenas goleta Cármen pat P.ñeyro: 135 bocoyes azúcar.;;Cármen;;;goleta;1882_01_26;Cárdenas;;
Día 06:;;N/A:  | N/A:  | N/A: ;;;Villalonga;p.;;;;;De Matasse g. M. Magdalena, p. Villalonga 6:00 caballos, lela y efectes.;;M. Magdalena;;;g.;1882_01_27;Matasse;;
;;N/A:  | N/A: ;;;Felice;p.;;;;;De Guanes g. Especulacion, p. Felice: 300 tercios de tabaons y efectós.;;Especulacion;;;g.;1882_01_27;Guanes;;
;;N/A:  | N/A:  | N/A: ;;;;p.;;;;;De Mataasas g. Des Hermanas, p. Calafell: 160 bocovea asticar, 90 pinas aguardiente y efectos.;;Des Hermanas;;;g.;1882_01_27;Mataasas;;
;;N/A:  | N/A: ;;;Enseñat;pat.;;;;;De Cárdenas g. Tree Teresas, patron Enseñat: 200 sacos, 120 becoves andoar v efectos.;;Tree Teresas;;;g.;1882_01_27;Cárdenas;;
;;N/A:  | N/A: ;;;Jofre;p.;;;;;De idem g. Ro:ita. p. Jofre: 196 beooyes andçar, 70 pipas aguardiente.;;Ro:ita.;;;g.;1882_01_27;idem;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Valen;p.;;;;;De idem g. Mt del Cármen, p. Valen: 160 Boooyee, 100 oajaa azúcar, fardos suela y efectos.;;Mt del Cármen;;;g.;1882_01_27;idem;;
;;N/A:  | N/A: ;;;;;;;;;De Idem goleta Carmen Piñsyre: 135 bosoyes 21dcar.;;Carmen Piñsyre;;;goleta;1882_01_27;Idem;;
;;N/A: ;;;Ferrer;pat.;;;;;De Mántua golota Mercedita, patron Ferrer: 800 uscos carbox.;;Mercedita;;;golota;1882_01_27;Mántua;;
;;N/A: ;;;Mayans;patron;;;;;De Sagga g. Segunda Gertrádis, patron Mayans: 2900 sacos carbon.;;Segunda Gertrádis;;;g.;1882_01_27;Sagga;;
;;N/A:  | N/A: ;;;Balvat;p.;;;;;De Sierra Morena g. Agustina, p. Balvat: 450 sacos y 17 boooyes asticar.;;Agustina;;;g.;1882_01_27;Sierra Morena;;
;;N/A: ;;;Suarez;p.;;;;;De Playas de San Juan g. Ignacia Aleman, p. Suarez: 700 atravesaños efectos.;;Ignacia Aleman;;;g.;1882_01_27;Playas de San Juan;;
;;N/A:  | N/A: ;;;Pajol;p.;;;;;De Jarneo g. Golondrina, p. Pajol: 300 sacoś anticar y efectos.;;Golondrina;;;g.;1882_01_27;Jarneo;;
Día XX:;;N/A: ;;;Visquerra;pat.;;;;;De Cabañas goleta Paquita, pat. Visquerra: 930 Bacoз azúcar.;;Paquita;;;goleta;1882_01_28;Cabañas;;
;;N/A:  | N/A: ;;;Alemañy;pat.;;;;;De Bierra Morena golota Jóven Pilar, pat. Alemañy: 150 cajas, 130 bocores azúcar.;;Jóven Pilar;;;golota;1882_01_28;Bierra Morena;;
;;N/A:  | N/A: ;;;Piñero;pat.;;;;;De Cárdenas goleta Aguila de Oro, pat. Piñero: 1(8 baye azúcar y efectos.;;Aguila de Oro;;;goleta;1882_01_28;Cárdenas;;
;;N/A:  | N/A:  | N/A: ;;;Orbay;pat.;;;;;De Mulata goleta Paquete de Naevitas, pat. Orbay: 600 sacos carbon, 330 caballos leña y efectos.;;Paquete de Naevitas;;;goleta;1882_01_28;Mulata;;
;;N/A: ;;;Marante;pat.;;;;;De Muriel goleta Altagracia pat. Marante, 94 bocojes aznicar.;;Altagracia;;;goleta;1882_01_29;Muriel;;
;;;;;Covas;patrón;;;;;De Gibara goleta Primera Vinarós, patron Covas: en lastre.;;Primera Vinarós;;;goleta;1882_01_29;Gibara;;
Día 01:;;N/A:  | N/A: ;;;Zaragoza;pat.;;;;;De Cardenas goleta Flor de Sagua, pat. Zaragoza: 5 plas de chapapote y efectos.;;Flor de Sagua;;;goleta;1882_01_29;Cardenas;;
Día XX:;;N/A: ;;;Fonrodona;pat.;;;;;De la Tej guleta Nueva Providencia, pat. Fonrodona: 800 caibon.;;Nueva Providencia;;;guleta;1882_01_29;Tej;;
null;;N/A: ;;;Linares-1916;patron;;;null;;De Sagua g. Armonia, patron Linares-1916 s. carbon.;;Armonia;;;g.;1882_01_31;Sagua;;
;;N/A: ;;;Visquerra;patron;;;;;De Matanzas g. Amalls, patron Visquerra 220 boo. azúcar.;;Amalls;;;g.;1882_01_31;Matanzas;;
;;N/A:  | N/A:  | N/A: ;;;Tortell-s6;pat.;;;;;De Cárdenas g. Victoria, patron Tortell-s6 boooyes, 272 sacos y 10 cajas azúcar y 2 fardos suola.;;Victoria;;;g.;1882_01_31;Cárdenas;;
