arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
Día :;;N/A:  | N/A: ;Tarifa;pat.;;-Matanzas gol. Elvira, pat. Tarifa: con 182 bocoyes aguardiente y efectos.;;Elvira;gol.;1888_01_10;Matanzas
;;;Orbay;pat.;;-Berracos gol. Paquele Nuevitas, pat. Orbay: con;;Paquele;gol.;1888_01_10;Nuevitas
;;N/A: ;Hernández;pat.;;-Morrillo gol. Britania, pat. Hernández: con 300;;Britania;gol.;1888_01_10;Morrillo
;;;Colomar;pat.;;-Canasi gol. Sabas, pat. Colomar: en lastre.;;Sabas;gol.;1888_01_11;Canasi
;;N/A:  | N/A:  | N/A: ;Enseñ;pat.;;-Sierra Morena gta. Sofía, pat. Enseñ at: con 3 baltos, miel ab ja, 2 bultos cera y efectos;;Sofía;gta.;1888_01_13;Sierra Morena
Día 13:;;;Herrera;pat.;;Dia 13 De Cárdenas gol. Nueva Rosita, pat. Herrera: con;;Nueva Rosita;gol.;1888_01_14;Cárdenas
;;N/A:  | N/A: ;Alemany;pat.;;200 sacos, 500 cajas azúcar refino. - -Playa Sad Juan gol. Matilde, pat. Alemany: con;;Matilde;gol.;1888_01_14;Playa Sad Juan
Día 14:;;N/A: ;Felicó;pat.;;Dia 14 De Guanes gol. Expeculacion, pat. Felicó: con 272;;Expeculacion;gol.;1888_01_15;Guanes
;;N/A: ;Ferrer;pat.;;-D mas gol. Mercedita, pat. Ferrer: con 800 sacos;;Mercedita;gol.;1888_01_15;D
;;;Macip;pat.;;-Santa Cruz gol. Jóven Manuel, pat. Macip: con;;Jóven Manuel;gol.;1888_01_15;Santa Cruz
;;;Bombi;cap.;;Caibarien vap Alava cap. Bombi: con efectos.;;Alava;vap;1888_01_17;Caibarien
;;N/A: ;Serra;pat.;;-Dimas gol. Amalia, pat. Serra: cou 800 sacos;;Amalia;gol.;1888_01_17;Dimas
;;N/A: ;Benejan;pat.;;Mántua gol. Margarita, pat. Benejan: con 700 sacos maiz;;Margarita;gol.;1888_01_17;Mántua
;;N/A: ;Lorenzo;pat.;;-Sagua gol. Ma Andrea, pat. Lorenzo: con 800 sacos carbon.;;Ma Andrea;gol.;1888_01_17;Sagua
;;N/A: ;Serantes;pat.;;-Morrillo gol. Feliz, pat. Serantes: con 32 tacos;;Feliz;gol.;1888_01_17;Morrillo
;;;Inclan;pat.;;-Cab ñas gol. Caballo Marino, pat. Inclan: con;;Caballo Marino;gol.;1888_01_17;
;;N/A: ;Pérez;pat.;;-Matanzas gol María, pat. Pérez: con azúcar,;;María;gol.;1888_01_17;Matanzas
Día 17:;;;Gil;pat.;;Dia 17: De Banes gol. Josef, pat. Gil: en Jastre.;;Josef;gol.;1888_01_18;Banes
;;N/A: ;Bosch;pat.;;-Dominica gol. Dominica, pat. Bosch: con 32 sacos azúcar.;;Dominica;gol.;1888_01_18;Dominica
;;N/A: ;Jaan;pat.;;-Cabañas bdo. Rosita, pat. Jaan: con 13 bocoyes;;Rosita;bdo.;1888_01_18;Cabañas
Día 01:;;;Lorenzo;pat.;;-Grana illo gol. Naeva Providencia, pat. Lorenzo:;;Naeva Providencia;gol.;1888_01_18;
;;;Simó;pat.;;-Sierra Morena gol. Mallorquin, pat. Simó: con;;Mallorquin;gol.;1888_01_18;
;;N/A: ;Macía;pat.;;-Rio del Medio gol. Gallego, pat. Macía: con 600;;Gallego;gol.;1888_01_18;Rio del Medio
Día 18:;;N/A: ;Muniategui;cap.;;Dia 18 De Malasaguas vap Triton, cap. Muniategui: con 24;;Triton;vap.;1888_01_19;Malasaguas
;;N/A: ;Zalvidea;cap.;;-Caibarien vap. Clara, cap. Zalvidea: con 100 toros.;;Clara;vap.;1888_01_19;Caibarien
Día 20:;null;;Pujol;pat.;null;Dia 20 De Santa Lucía gol. María del Cármen, pat. Pujol:;;María del Cármen;gol.;1888_01_21;Santa Lucía
;;N/A: ;Portella;pat.;;-Mántua gol. Catalina, pat. Portella: con 1,000 sacos carbon.;;Catalina;gol.;1888_01_21;Mántua
Día 21:;;N/A: ;Mateu;pat.;;Dia 21: De Bajas gol. San Francisco, pat. Mateu: con 800 sacos carbon.;;San Francisco;gol.;1888_01_22;Bajas
Día 24:;;N/A:  | N/A: ;Marí;pat.;;Dia 24 De Guanes vap. Guanigaanico, pat. Marí: con 6 marquetas cera y efectos;;Guanigaanico;vap.;1888_01_25;Guanes
;;N/A: ;Toro;pat.;;-Playa San Juan gol. 2 Isabel, pat. Toro. con 800;;2 Isabel;gol.;1888_01_25;Playa San Juan
Día 25:;;;Calvet;pat.;;Dia 25: De Mántua gol. Francisca Gener, pat. Calvet: con;;Francisca Gener;gol.;1888_01_26;Mántua
;;N/A: ;Llorca;pat.;;-Santa María gol. Salve Virgen María, pat. Llorca: con 600 sacos carbon.;;Salve Virgen María;gol.;1888_01_26;
;;N/A: ;Bosch;pat.;;-Dominica gol. Dominica, pat Bosch: con 330 sacos azúcar.;;Dominica;gol.;1888_01_26;Dominica
Día :;;N/A: ;Zaragoza;pat.;;-Cárdenas gol. Juan Ferrin, pat. Zaragoza: con 80;;Juan Ferrin;gol.;1888_01_26;Cárdenas
Día 26:;;;Macip;pat.;;Dia 26: De Santa Cruz gol. Joven Manuel, pat. Macip: con;;Joven Manuel;gol.;1888_01_27;Santa Cruz
;;N/A: ;Serantes;pat.;;-Morrillo gol. Feliz, pat. Serantes: con 100 sacos;;Feliz;gol.;1888_01_27;Morrillo
;;;Villalonga;pat.;;-Mariel gol. Jóven Gertrúdis, pat. Villalonga: con;;Jóven Gertrúdis;gol.;1888_01_27;Mariel
Día :;;N/A:  | N/A:  | N/A: ;Bilbao;cap.;;"-Sagua vap. Adela, cap. Bilbao: con 590 sacos azúcar; 247 tercios tabaco y efectos.";;Adela;vap.;1888_01_27;Sagua
;;N/A:  | N/A: ;Zaldivea;cap.;;Caibarien vap. Clara, cap. Zaldivea: con 100 toros y efectos.;;Clara;vap.;1888_01_27;Caibarien
Día 28:;;N/A: ;Ruiz;pat.;;Dia 28: De Dimas gol. Dos Hermanas, pat. Ruiz: con 800 sacos carbon.;;Dos Hermanas;gol.;1888_01_29;Dimas
Día 28:;;;Marantes;pat.;;Die 28: Pars Marisi gol. Altagracia, pat. Marantes: con efec;;Altagracia;gol.;1888_01_29;
;;;Pujol;pat.;;Cab ñas gol. Nuevo Hilario, pat. Pujol: con;;Nuevo Hilario;gol.;1888_01_29;
;;;Cabres;pat.;;Sierra Morena gol. Union, pat. Cabres: con efectos.;;Union;gol.;1888_01_29;
;;;Riera;pat.;;-San Cayetano gol. Natividad, pat. Riera: con;;Natividad;gol.;1888_01_29;San Cayetano
;;;Alemany;pat.;;-Sierra Morena gol. Teresita, pat. Alemany: con;;Teresita;gol.;1888_01_29;
;;;Porcel;pat.;;-Jaruco gol. Dos Hermanas, pat. Porcel: con eefectos.;;Dos Hermanas;gol.;1888_01_29;Jaruco
;;N/A: ;Lladó;pat.;;Morrillo gol. Agustins, pat. Lladó: con 400 sacos;;Agustins;gol.;1888_01_31;
Día :;;;Calafell;pat.;;-Matanzas gol. María Josefa, pat. Calafell: en;;María Josefa;gol.;1888_01_31;Matanzas
Día 31:;;N/A: ;Acuña;pat.;;Dia 31 De Sagaa gol. Rosita, pat. Acuña: con 500 sacos carbon.;;Rosita;gol.;1888_02_01;Sagaa
;;;Riera;pat.;;-Playa San Juan gol. 2 Roaа, pat. Riera: con;;2 Roaа;gol.;1888_02_01;Playa San Juan
;;N/A: ;Borrel;pat.;;Teja gol. Altagracia, pat Borrel: con 500 sacos;;Altagracia;gol.;1888_02_01;
Día :;;;Alemany;pat.;;-Playa San Juan gol. Dos Sofías, pat. Alemany:;;Dos Sofías;gol.;1888_02_01;Playa San Juan
Día 10:;;N/A:  | N/A: ;Albóniga;cap.;;"Dia 10: De Puerto-Padre y Nuevitas vap. Avilés, cap. Albóniga: con 1,702 sacos azúcar; 152 bocoyes miel y";;Avilés;vap.;1888_02_02;Puerto-Padre
Día :;;;Bilbao;cap.;;Caibarien vap. Adela, cap. Bilbao: con efectos.;;Adela;vap.;1888_02_02;Caibarien
Día 3:;;;Bernaza;pat.;;Dia 3: De Dimas gol. Amable Rosita, pat. Bernaza: con;;Amable Rosita;gol.;1888_02_04;Dimas
;;;Mayans;pat.;;-Playa San Juan gol. Deseada, pat. Mayans: con;;Deseada;gol.;1888_02_04;Playa San Juan
Día 400:;;N/A:  | N/A: ;Ponte;pat.;;400 sacos carbon. -Nuevitas gol. Emilia, pat. Ponte: con 51 pipas;;Emilia;gol.;1888_02_04;Nuevitas
;;;Inclan;pat.;;-Cabañas gol. Caballo Marino, pat. Inclan: con;;Caballo Marino;gol.;1888_02_04;Cabañas
;;N/A:  | N/A:  | N/A: ;Valent;pat.;;-Cárdenas gol. Victoria pat. Valent: con 120 cajitas, 500 barriles, 200 barriles azúcar refino y;;Victoria;gol.;1888_02_04;Cárdenas
;;N/A: ;Alemany;pat.;;-Sagua gol. Mercedita, pat. Alemany: con 800;;Mercedita;gol.;1888_02_04;Sagua
;;;Villalonga;pat.;;-Mariel gol. Jóven Gertrúdis, pat. Villalonga: con;;Jóven Gertrúdis;gol.;1888_02_04;
;;N/A: ;Palmer;pat.;;-Yaguajay gol Clio, pat. Palmer: con 53,232 piés;;Clio;gol;1888_02_04;Yaguajay
Día 01:;;;Bernaza;pat.;;efectos. - -Puerto- Padre gol. Tres Hermanas, pat. Bernaza:;;Tres Hermanas;gol.;1888_02_07;Padre
;;N/A: ;Marantes;pat.;;-Mariel gol. Altagracia, pat. Marantes: con 345;;Altagracia;gol.;1888_02_07;
;;N/A: ;Ventura;pat.;;-Sagua gol. Paz, pat. Ventura: con 500 sacos carbon.;;Paz;gol.;1888_02_07;Sagua
;;N/A: ;Maciá;pat.;;-Bajas gol. Gallego, pat. Maciá: con 675 sacos carbon.;;Gallego;gol.;1888_02_07;Bajas
;;N/A: ;Rodríguez;pat.;;-Zaza gol. Juaniro, pat. Rodríguez: con 9,000 piés;;Juaniro;gol.;1888_02_07;Zaza
Día 7:;;N/A: ;Rivas;cap.;;Dia 7: Para Guanes vapor Guaniguanico, cap. Rivas: con 20;;Guaniguanico;vapor;1888_02_08;Guanes
;;N/A: ;Agaiar;pat.;;Arroyos gol. Júcaro, pat. Agaiar: con 800 sacos;;Júcaro;gol.;1888_02_08;Arroyos
;;N/A: ;Lladó;pat.;;Morrillo gol. Agustina, pat. Lladó: con 200 sacos;;Agustina;gol.;1888_02_08;
Día :;;;Villalonga;pat.;;Mariel gol. María Magdalena, pat. Villalonga:;;María Magdalena;gol.;1888_02_08;
Día 8:;;N/A: ;Visquerra;pat.;;Dia 8: De Matanzas gol. M. Amalia, pat. Visquerra: cou 7;;M. Amalia;gol.;1888_02_09;Matanzas
;;N/A: ;Simó;pat.;;-Sagua gol. Ignacita, pat. Simó: con 700 sacos;;Ignacita;gol.;1888_02_09;Sagua
;;N/A: ;Planas;pat.;;-Mulata gol. Dolares, pat. Planas: con 80 sacos;;Dolares;gol.;1888_02_09;
;;;Pellicer;pat.;;Sierra Morena gol. Pirineo, pat. Pellicer: con;;Pirineo;gol.;1888_02_09;
Día 9:;null;N/A:  | N/A:  | N/A: ;Bilbao;cap.;null;"Dia 9 De Sagua vap. Adela, cap. Bilbao: con 93 sacos azúcar; 135 tercios tabaco; 100 pipas aguardiente y";;Adela;vap.;1888_02_10;Sagua
;;N/A: ;Zalvidea;cap.;;-Caibarien vap. Clara, cap. Zalvidea: con 1,210;;Clara;vap.;1888_02_10;Caibarien
;;N/A: ;Lorenzo;pat.;;-Sagua gol. María Andrea, pat. Lorenzo: con 800;;María Andrea;gol.;1888_02_10;Sagua
;;;Inclan;pat.;;-Cabañas gol. Caballo Marino, pat. Inclan: con;;Caballo Marino;gol.;1888_02_10;Cabañas
;;N/A: ;Bosch;pat.;;-Dominica gol. Dominica, pat. Bosch: con 330 sasacos azúcr.;;Dominica;gol.;1888_02_11;Dominica
;;;Herrera;pat.;;-Cárdenas gol. Nueva Rosita, pat. Herrera: con;;Nueva Rosita;gol.;1888_02_11;Cárdenas
;;N/A: ;Pujol;pat.;;-Jaruco gol. Jóven Lola, pat. Pujol: con 406 sacos;;Jóven Lola;gol.;1888_02_11;Jaruco
;;;Macip;pat.;;-Santa Cruz gol. Jóven Manuel, pat. Macip: con;;Jóven Manuel;gol.;1888_02_12;Santa Cruz
;;N/A: ;Joy;pat.;;-Cárdenas gol. Anita, pat. Joy: con 1,000 sacos;;Anita;gol.;1888_02_12;Cárdenas
;;N/A: ;Pellicer;pat.;;Matanzas gol. Emilio, pat. Pellicer: con 6 pacas;;Emilio;gol.;1888_02_12;Matanzas
Día 13:;;;Cantero;pat.;;Dia 13 De Cárdenas gol. Aguila de Oro, pat. Cantero: con;;Aguila de Oro;gol.;1888_02_14;Cárdenas
;;N/A: ;Cabres;pat.;;-Sierra Morena gol. Union, pat. Cabres: con 1,000.;;Union;gol.;1888_02_14;
;;N/A: ;Villalonga;pat.;;-Sagus gol. Enriqueta, pat. Villalonga: con 400;;Enriqueta;gol.;1888_02_14;
;;N/A: ;Amengual;pat.;;-Sagua gol. 2ª Cantinera, pat. Amengual: con 800;;2ª Cantinera;gol.;1888_02_14;Sagua
;;;Bonet;pat.;;-Matanzas gol. Dos Hermanas, pat. Bonet: con;;Dos Hermanas;gol.;1888_02_14;Matanzas
;;;Bombi;pat.;;-Caibarien vap. Alava, pat. Bombi: con efectos.;;Alava;vap.;1888_02_14;Caibarien
;;N/A:  | N/A: ;Vidal;pat.;;600 sacos carbon. - -Sagua gol. J. Luisa, pat. Vidal: con 800 sacos;;J. Luisa;gol.;1888_02_15;Sagua
;;N/A: ;Palmer;pat.;;-Mariel gol. Clio, pat. Palmer: con 1,000 sacos;;Clio;gol.;1888_02_15;
Día 15:;;N/A:  | N/A:  | N/A: ;Suao;pa.;;"Dia 15 De Gibara gol. Seis Manuelas, pa. Suao: con 620 saces maiz; 50 bocoyes azúcar; 3 bocoyes cera y";;Seis Manuelas;gol.;1888_02_16;Gibara
;;N/A:  | N/A:  | N/A: ;Zubirat;pat.;;"-Moron gol. Manuela, pat. Zubirat: con 1,000 paquetes tablillas; 50 arrobas de cera; 50 caobas y";;Manuela;gol.;1888_02_16;Moron
;;;Riera;pat.;;-Playas San Juan gol. 28 Rosa, pat. Riera: con;;28 Rosa;gol.;1888_02_16;Playas San Juan
;;;Inclan;pat.;;-Cabañas gol. Caballo Marino, pat. Inclan: con;;Caballo Marino;gol.;1888_02_16;Cabañas
;;N/A: ;Tarifa;pat.;;Matanzas gol. Elvira, pat. Tarifa: con 8 paeas;;Elvira;gol.;1888_02_16;Matanzas
Día 17:;;N/A: ;Bilbao;cap.;;Dia 17: De Sagua vapor Adela, cap. Bilbao: con 925 sacos;;Adela;vapor;1888_02_18;Sagua
;;N/A: ;Bosch;pat.;;-Puerto- Padre gol. Rosita, pat. Bosch: con 210;;Rosita;gol.;1888_02_18;Padre
;;;Inclan;pat.;;-Cabañas gol. Caballo Marino, pat. Inclan: con;;Caballo Marino;gol.;1888_02_19;Cabañas
Día 20:;;N/A: ;Villalong;pat.;;Dia 20De Bahí-Honda gol. Jóven Gertrudis, pat. Villalong: con 800 eacos azú ar.;;Jóven Gertrudis;gol.;1888_02_21;Bahí-Honda
;;N/A: ;Serantes;pat.;;Morrillo gol. Feliz, pat. Serantes: con 77 sacos;;Feliz;gol.;1888_02_21;
;;N/A: ;Moll;pat.;;-Mariel gol. Jóven Magdalena, pat. Moll: con 800;;Jóven Magdalena;gol.;1888_02_21;Mariel
Día 21:;null;N/A: ;Acuñ:;pat.;null;Dia 21 De Sagua gol. Rosita, pat. Acuñ: con 500 sacos carbon.;;Rosita;gol.;1888_02_22;Sagua
;;N/A:  | N/A:  | N/A: ;Marantes;pat.;;-Mariel gol. Altagracia, pat. Marantes: con 45 bocores. 180 sacos azúcar y efectos.;;Altagracia;gol.;1888_02_22;
;;N/A: ;Gil;pat.;;-Banes gol. Josefa, pat. Gil: con 300 sacos azúcar;;Josefa;gol.;1888_02_22;Banes
;;;Pombi;cap.;;Caibarien vap Alava, cap. Pombi: con efectos.;;Alava;vap;1888_02_22;Caibarien
;;N/A: ;Prats;pat.;;-Teja gol. Dos Amigos, pat. Prats: con 800 sacos;;Dos Amigos;gol.;1888_02_22;Teja
;;N/A: ;Velga;pat.;;caibon. - -Cier fuegos gol. Pensativo, pat. Velga: con 2,600;;Pensativo;gol.;1888_02_22;
;;N/A: ;Albóniga;cap.;;-Nuevitas vap Avilés, cap. Albóniga: con 1,063;;Avilés;vap;1888_02_22;Nuevitas
;;N/A: ;Lladó;pat.;;-Morrillo gol. Agustina, pat. Lladó: con 560 sacos;;Agustina;gol.;1888_02_22;Morrillo
Día 22:;;N/A: ;Alemany;pat.;;Dia 22: De Sagua gol. Teresita, pat. Alemany: con 800 sacos;;Teresita;gol.;1888_02_23;Sagua
Día :;;N/A: ;;cap.;;-Sagaa vapor Adela, cap. Bilbao: con 255 tercios;;Adela;vapor;1888_02_25;Bilbao
;;N/A: ;Zalvidea;cap.;;-Caibarien vapor Clara, cap. Zalvidea: con 1,050;;Clara;vapor;1888_02_25;Caibarien
;;N/A: ;Ferrer;pat.;;-Dimas gol. Mercedita, pat. Ferrer: con 800 sacos;;Mercedita;gol.;1888_02_25;Dimas
;;N/A: ;Serra;pat.;;-Dimas gol. Amalia, pat Serra: con 500 saoos;;Amalia;gol.;1888_02_25;Dimas
;;N/A: ;Vie querra;pat.;;-Matanzas gol. Amalia, pat. Vie querra: con 107;;Amalia;gol.;1888_02_25;Matanzas
;;;Villalonga;pat.;;-Mariel gol. María Magdalena pat. Villalonga: con;;María Magdalena;gol.;1888_02_25;
;;N/A: ;Palmer;pat.;;-Cabañas gol. Clio, pat. Palmer: con 800 sacos;;Clio;gol.;1888_02_25;Cabañas
;;N/A: ;Bosch;pat.;;-Siguapa gol. Almanza, pat. Bosch: con 508 sacos;;Almanza;gol.;1888_02_25;
Día 25:;;;Llorca;pat.;;Dia 25 De Bajas gol. Salve Virgen María, pat. Llorca: con;;Salve Virgen María;gol.;1888_02_26;Bajas
;;N/A: ;Torres;pat.;;-Mariel gol. Isabelita pat. Torres: con 150 piezas;;Isabelita;gol.;1888_02_26;Mariel
;;N/A: ;Marantes;pat.;;-Morrillo gol. Feliz, pat Marantes: con 55 sacos;;Feliz;gol.;1888_02_26;Morrillo
;;N/A: ;Juan;pat.;;-Cabañas bdo Rosita, pat. Juan: con 108 cajas;;Rosita;bdo;1888_02_28;Cabañas
;;N/A:  | N/A: ;Felicó;pat.;;"-Guanes gol. Expeculacion, pat. Felicó: con 7 barriles miel de abeja; 80 sacos miraguano.";;Expeculacion;gol.;1888_02_28;Guanes
Día 01:;;;Tarifa;pat.;;-Matanzas gol. Elvira, pat. Tarifa: en lastre.;;Elvira;gol.;1888_02_28;Matanzas
Día :;;;Menaya;pat.;;-Playas San Juan gol. Dos Sofías, pat. Menaya:;;Dos Sofías;gol.;1888_02_28;Playas San Juan
;;N/A: ;Toy;pat.;;-Cárdenas gol. Anita, pat. Toy: con 1,300 sacos;;Anita;gol.;1888_02_28;Cárdenas
Día 28:;null;N/A: ;Aguiar;pat.;null;Dia 28 De Arroyos gol. Júcaro, pat. Aguiar: con 800 sacos;;Júcaro;gol.;1888_02_29;Arroyos
;;N/A: ;Ventura;pat.;;-Uberos gol. Paz, pat. Ventura: con 400 sacos;;Paz;gol.;1888_02_29;Uberos
;;;Macip;pat.;;-Santa Cruz gol. Jóven Manuel, pat. Macip: con;;Jóven Manuel;gol.;1888_02_29;Santa Cruz
Día 19:;;N/A: ;Zaldivea;cap.;;Dia 19: De Caibarién vapor Clara, cap. Zaldivea: con 1,076;;Clara;vapor;1888_03_02;Caibarién
Día :;;N/A: ;Bilbao;cap.;;-Sagua vapor Adela, cap. Bilbao: con 787 sacos;;Adela;vapor;1888_03_02;Sagua
;;;Herrera;pat.;;-Cárdenas gol. Nueva Rosita, pat. Herrera: con;;Nueva Rosita;gol.;1888_03_02;Cárdenas
;;N/A:  | N/A: ;Torres;pat.;;-Baracoa gol. Elvira, pat. Torres: con 45,000 cocos y efectos.;;Elvira;gol.;1888_03_02;Baracoa
;;N/A: ;Tortell;pat.;;-Cabañas Crisálida, pat. Tortell: con 1,000 sacos;;Crisálida;;1888_03_02;
Día :;;N/A: ;Calafell;pat.;;-Matánzas gol. María Josefa, pat. Calafell: con 104;;María Josefa;gol.;1888_03_02;Matánzas
Día 2:;;;Cantero;pat.;;Dia 2: De Cárdenas gol. Aguila de Oro, pat. Cantero: con;;Aguila de Oro;gol.;1888_03_03;Cárdenas
;;N/A: ;Meuaya;pat.;;-Sagga gol. Habanera, pat. Meuaya: con 1,000 88cos carbon.;;Habanera;gol.;1888_03_04;
Día 5:;;N/A:  | N/A: ;Serantes;pat.;;"Dia 5: De Morrillo gol. Feliz, pat. Serantes: con 50 cuarterolas miel; 70 sacos azucar.";;Feliz;gol.;1888_03_06;Morrillo
;;N/A: ;Lladó;pat.;;-Morrillo gol. Agustina, pat. Lladó: con 560 sacos;;Agustina;gol.;1888_03_06;Morrillo
;;N/A: ;Hernández;pat.;;-Morrillo gol. Britania, pat. Hernández: con 840;;Britania;gol.;1888_03_06;Morrillo
Día :;;N/A: ;Villalonga;pat.;;sacos azucar. - -Cabañas gol. María Magdalena, pat. Villalonga:;;María Magdalena;gol.;1888_03_06;Cabañas
;;;Valent;pat.;;-Cárdenas gol. María del Carmen, pat. Valent: con;;María del Carmen;gol.;1888_03_06;Cárdenas
;;N/A: ;Coher;pat.;;-Sierra Morena gol. Union, pat. Coher: con 1,100;;Union;gol.;1888_03_06;
;;N/A:  | N/A: ;Pérez;pat.;;-Matánzas gol. Amalia, pat. Pérez: con 364 bocoyes azucar y efectes.;;Amalia;gol.;1888_03_06;Matánzas
;;;Torres;pat.;;-Baracoa gol. Elva, pat. Torres: con;;Elva;gol.;1888_03_06;Baracoa
;;N/A: ;;pat.;;cos azucar: 201 pat. Moll: con 700 saF;;Moll;;1888_03_06;
;;N/A: ;Bosch;pat.;;ominica gol. Dominica, pat Bosch: con 300 sacos azucar.;;Dominica;gol.;1888_03_06;ominica
Día 6:;null;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Marantes;pat.;null;"Dia 6 De Mariel gol. Altagracia, pat. Marantes: con 22 bocoyes, 12 sacos azucar; 216 arrobas cera; 21 tercerolas miel abeja y efectos.";;Altagracia;gol.;1888_03_07;Mariel
;;N/A: ;Moll;pat.;;Mántua gol. Lince, pat. Moll: con 350 quintales;;Lince;gol.;1888_03_07;Mántua
;;N/A: ;Raíz;pat.;;Dimas gol. Dos Hermanas, pat. Raíz: con 500 sacos carbón.;;Dos Hermanas;gol.;1888_03_07;null
Día XX:;;N/A: ;Teé;pat.;;-Sagua gol. María Andrea, pat. Teé: con 800 gaсов сагоби;;María Andrea;gol.;1888_03_07;Sagua
;;N/A: ;L'adó;pat.;;-Cabañas gol. Crisálida, pat. L'adó: con 1,000 sacos azucar.;;Crisálida;gol.;1888_03_07;Cabañas
;;N/A: ;Serra;pat.;;-Maniman gol. San Francisco, pat. Serra: con 300;;San Francisco;gol.;1888_03_07;
;;N/A: ;Bombi;cap.;;-Caibariéa vapor Alava, cap. Bombi: con 2,500;;Alava;vapor;1888_03_07;Caibariéa
Día 7:;;N/A: ;Bernaza;pat.;;Dia 7: De Dimas gol. Amable Rosita, pat. Bernaza: con 800;;Amable Rosita;gol.;1888_03_08;Dimas
;;;Amengual;pat.;;Dimas gol. María Manzoni, pat. Amengual: con;;María Manzoni;gol.;1888_03_08;
;;N/A: ;Zaldivea;cap.;;-Caibarién vapor Clara, cap. Zaldivea: con 1,036;;Clara;vapor;1888_03_09;Caibarién
Día :;;N/A: ;Bilbao;cap.;;-Sagua vapor Adela, cap. Bilbao: con 150 tercios;;Adela;vapor;1888_03_09;Sagua
;;N/A: ;Macía;pat.;;-Bajas gol. Gallego, pat. Macía: con 800 sacos carbón.;;Gallego;gol.;1888_03_09;Bajas
