arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
;;N/A:  | N/A: ;Pavía;p.;;"De idem gol. General Lamar, p. Pavía; 350 c. azúcar, 7 terc. miel do purga.";;General Lamar;gol.;1871_02_16;idem
;;N/A:  | N/A: ;Gorrin;p.;;"De B. Honda gol. Carmita, p. Gorrin; 130 caballos leña 34 boc. mascabalo.";;Carmita;gol.;1871_02_16;B. Honda
;;N/A: ;Cervera;p.;;"De Cabañas gal Maria, p. Cervera; 650 cajas de azúcar.";;Maria;gal;1871_02_16;Cabañas
;;N/A: ;Serella;p.;;De idem bal. Antoñica, p. Serella: 500 sacos carbon;;Antoñica;bal.;1871_02_16;idem
;;N/A: ;Casteleiro;p.;;"De Cayos de Sotavento vivero Dolores, p. Casteleiro; 500 pescados vivos.";;Dolores;vivero;1871_02_16;Cayos de Sotavento
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Cabrera;p.;;De Sierra Morena g. Sels Manuelas, p. Cabrera, 21 c. azúcar, 24 bocs. id., 20 pp. aguardiente, 6 yugos, 2 bocs. carbon. 1 saquito clavos.;;Sels Manuelas;g.;1871_02_17;Sierra Morena
;;N/A: ;Galy;p.;;De Río de la Palma, pail. Gallego, p. Galy, 800 sacos carbon.;;Gallego;pail.;1871_02_17;Río de la Palma
;;N/A: ;Enseñat;pat.;;De idem goleta Tres Teresas, pat. Enseñat, 606 cajas azúcar.;;Tres Teresas;goleta;1871_02_17;idem
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Cadillero;pat.;;De Matanzas g. María, pat. Cadillero, 1000 ar. tasajo, 300 a. azúcar, 500 cueros al pelo, 12 c. frutas 1 soron esponjas, 1 tercio sorones.;;María;g.;1871_02_17;Matanzas
;;N/A: ;Docurro;p.;;De Sonda do Campeche viv. Monroe. p. Docurro, 500 pescados vivos..;;Monroe;do;1871_02_17;Sonda
;;N/A:  | N/A: ;Leal;p.;;De S. Morena g. Armonia, p. Leal. 230 c. azúcar. 50 bocoyes mascabado.;;Armonia;g.;1871_02_17;S. Morena
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Cusi;cap.;;De San Cayetano Rio Blanco y B. Honda vap. Babia Honda, cap. Cusi, 931 o. azúcar, 12.8. carbon, 2 matules carne. I tercio tabaco y 1 canasto gallinas;;Babia Honda;vap.;1871_02_17;San Cayetano
;;N/A:  | N/A: ;Inclan;p.;;"De Cabañas gol. Jozefa p; Inclan, 500 cajas y 10 bocoyes azúcar.";;Jozefa;gol.;1871_02_18;Cabañas
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Marin;p.;;De Caibarien go'. Aguila de Oro, p. Marin, 120 roses. 300 doc. esponjas. 20 cueros al pelo, 1 caballo leña y ! caballo,;;Aguila de Oro;go';1871_02_18;Caibarien
;;N/A:  | N/A:  | N/A:  | N/A: ;Mas;ep.;;De Cárdo as vap. Clara, ep. Mas, 1500 cajas y 1 fardo azúcar. 2 cajas cietes, un barril naranjas y 1 garrafon melado.;;Clara;vap.;1871_02_18;Cárdo
;;N/A: ;Osuna;p.;;De Jaruco bote Ntra. Sra, del Carmen, p. Osuna, 104 c.jazúcar.;;Ntra. Sra, del Carmen;bote;1871_02_18;Jaruco
;;N/A:  | N/A:  | N/A: ;Rios;p.;;De Cardenas gol. Maria Luisa, p. Rios, 295 cajas azúcar, tercerolas miel de abejas v 1 bocoy cera.;;Maria Luisa;gol.;1871_02_18;Cardenas
;;N/A:  | N/A: ;Martin;p.;;De Cárdenas gal. Guacamaya, p. Martin, 320 cajas y y 10 bocoyes azúcar.;;Guacamaya;gal.;1871_02_18;Cárdenas
;;N/A:  | N/A: ;Juan;p.;;De Cárdenas gol. Generala, p. Juan, 300 cajas y 35 bocayes azucar y sillas.;;Generala;gol.;1871_02_18;Cárdenas
;;N/A: ;Dardot;p.;;De Cárdenas go Rosita, p. Dardot, 520 cojas azúC.r.;;Rosita;go;1871_02_18;Cárdenas
;;N/A:  | N/A:  | N/A: ;Perelló;p.;;De Cárdenas gol. Tres Mariss, p. Perelló, 55) cajas azúcar, 13 id. tabaco breva y 1 id. tabaco toacido.;;Tres Mariss;gol.;1871_02_18;Cárdenas
;;N/A: ;Belfast;p.;;De Matanzas go!. Amalia, p. Belfast, 760 cajas azúcar.;;Amalia;go!;1871_02_18;Matanzas
;;N/A:  | N/A: ;Doulofen;p.;;De Cabañas gal. Ntra. Sra. del Carmen, p. Doulofen, 316 cajas azúcar y 15 pp. agaardiente.;;Ntra. Sra. del Carmen;gal.;1871_02_18;Cabañas
;;N/A: ;Forrer;p.;;De Baracoa boto Cecilia y Manuela, p. Forrer, 36 bocoy es miel concentrada.;;Cecilia y Manuela;boto;1871_02_18;Baracoa
;;N/A: ;Rodriguez;pat.;;De la Teja gol. Dos Amigos, pat. Rodriguez, 310 cajas azúcar.;;Dos Amigos;gol.;1871_02_19;la Teja
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Amengual;;;De Rio Blanco g. Catalina, p. Amengual, 84 atravesafios, it piezas madera, 40 estacas, 31 yugos, 20 camas carreta. 20 gorrafones miel abeja 10 c. cera.;p.;Catalina;g.;1871_02_19;Rio Blanco
;;N/A:  | N/A: ;Duran;patrón;;De Baracoa g. Doloritas, patron Duran, 115 c. azúcar, 4 boc. concentrado.;;Doloritas;g.;1871_02_19;Baracoa
;;N/A: ;Cobas;pat.;;Do idom gol. Caimita, pat. Cobas, 43 bocoyes mascabado.;;Caimita;gol.;1871_02_19;idom
;;N/A:  | N/A:  | N/A: ;Cordero;p.;;De S. Morena g. Molestadora, p. Cordero, 550 c. azncar, 25 beos id. 28 pp. aguardiente,;;Molestadora;g.;1871_02_19;S. Morena
;;N/A: ;Cabral;pat.;;De Sierra Morena gol. Engracia, pat. Cabral, 800 sacos carbon.;;Engracia;gol.;1871_02_19;Sierra Morena
;;N/A: ;Fariñas;patrón;;De idem goleta Anita, patron Fariñas, 860 cajas azucar.;;Anita;goleta;1871_02_19;idem
;;N/A: ;Amaya;pat.;;De la Dominica gol Isabelita, p. Amaya, 190 c. azúcar.;p.;Isabelita;gol.;1871_02_19;Dominica
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Cacho;cap.;;Do Santiago de Cuba y escalas vap. Barcelona, cap. Cacho, fes tercios tabaco. 10 bar. aceite de coco, 25 sacos cacao, 13 aacos café, 25 cajas y 4 sacos pimonton, 3 sacos rabos de rés, 1 caja con 2 pailas de cobre, 1 caja ropa, 1 caja efectos militares, 1 caja con nu armario, 1 barrilto vino, 1 caja efectos, 1 caja quincalla, 1 caja aguardiente y 1 caja dulco.;;Barcelona;vap.;1871_02_21;Santiago de Cuba
;;N/A: ;Vega;cap.;;De Carbarien y Sagaa la Grande vap. Nuevo, Almendares, cap. Vega, 1 pipa azúcar.;;Nuevo;vap.;1871_02_21;Carbarien y Sagaa la Grande
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Portilla;p.;;De Caibarien gol. Pepilla Alvarez, p. Portilla, 300 caballos leña. 200 estaquillas, 100 docenas esponjas. 100 paqustes tablilla, 44 roses, 12 palos sabicí.;;Pepilla Alvarez;gol.;1871_02_21;Caibarien
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Alvarez;p.;;De Caibarien gol. Gorrion, p. Alvarez, 983 tendidos soga majagna, 218 arabos, 200 sacos cáscara de mangle, 177 cargas de leña, 36 cncros, 20 tosas madora, 13 torcerolas miel de abeja, 16 cuartos y 12 medias pipas vino, 3;;Gorrion;gol.;1871_02_21;Caibarien
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Lago;p.;;De Sagua la Grande gol. Cuba, p. Lago, 1000 docenas sogas majagua, 100 fanegas maiz. 60 tercios majagua blanca, 4 pipas vacias y 2 bocoses frijoles.;;Cuba;gol.;1871_02_21;Sagua la Grande
;;N/A: ;López;p.;;De Ganusa gol. Amalia, p. López, 300 cajas azncar.;;Amalia;gol.;1871_02_21;Ganusa
;;N/A:  | N/A: ;Roselló;p.;;De Cabañas gol. Esmerrida, p. Roselló, 560 cajas azúcar, 20 pipas aguardiente.;;Esmerrida;gol.;1871_02_21;Cabañas
;;N/A: ;Vilar;p.;;De Cayos de Sotavento viv. Dos Marize, p. Vilar. 500 pescados vivos.;;Dos Marize;viv.;1871_02_21;Cayos de Sotavento
;;N/A:  | N/A: ;Colomar;p.;;De Sagna la Grande, g. Providencia, p. Colomar, 122 arabos, 100 palos redondos.;;Providencia;g.;1871_02_22;Sagna la Grande
;;N/A:  | N/A: ;Visella;p.;;De Cárdenas, g. Genoveva, p. Visella, 510 c. azúcar, 10 pipas aguardiente.;;Genoveva;g.;1871_02_22;Cárdenas
;;N/A:  | N/A: ;Hernandez;p.;;De id., g. Antonia, p. Hernandez, 270 c. y 30 bocoyes azúcar.;;Antonia;g.;1871_02_22;id.
;;N/A: ;l'eiez;p.;;De id., g. Justica, p. l'eiez, 240 c. azúcar.;;Justica;g.;1871_02_22;id.
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Jofro;cap.;;Do Cárdenas, vapor Comanditario, cap. Jofro. 1400 c. azúcar, 7 tercios y 2 lios suela y vaqueta, 2 c. efectos, estuches azúcar, 1 o. vianda, 1 o. con una máquina do coser.;;Comanditario;vapor;1871_02_22;Cárdenas
;;N/A: ;Sans;p.;;De Sagna la Grando gol. Modesta, p. Sans, 230 fanegas;;Modesta;gol.;1871_02_23;Sagna
;;N/A:  | N/A: ;Padilla;pat.;;De Banes gol. Concha, pat. Padilla, 200 c. azúcar y 30 boca. miel de purga.;;Concha;gol.;1871_02_23;Banes
;;N/A: ;Gonzalez;p.;;De Sierra Morena go!. Sofia, p. Gonzalez, 500 cajas do azucar.;;Sofia;go!;1871_02_23;Sierra Morena
;;N/A: ;Gispert;p.;;De Rlo de la Palma g. Dos do Mayo, p. Gispert, 800 8. carbon.;;Dos;g.;1871_02_23;Rlo de la Palma
;;N/A: ;Rodriguez;p.;;De Rio de la Palma gol. Júcaro, p. Rodriguez, 800 sacos  carbou.;;Júcaro;gol.;1871_02_23;Rio de la Palma
;;N/A:  | N/A: ;Rodriguez;p.;;De Cabañas gol Cefiro, p. Rodriguez, 370 c. azúcar y 16 pipas aguardiente.;;Cefiro;gol.;1871_02_23;Cabañas
;;N/A: ;Pujol;p.;;De idem goleta Margarita, p. Pujol, 600 sacos de carbon.;;Margarita;goleta;1871_02_23;idem
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Mas;cap.;;De Cárdenas vapor Clara, cap. Mas, 1240 c. azúcar, 5 tercios cueros, 4 id carnaza, 4 sacos pimenton y 2 llos saC09.;;Clara;vapor;1871_02_23;Cárdenas
;;N/A: ;Barrera;p.;;De Cárdenas berg. Amistad, p. Barrera, 840 cajas de #zúcar.;;Amistad;berg.;1871_02_23;Cárdenas
;;N/A: ;Roselló;p.;;De Cárdenas gol. Jóven.Gertúdis, p. Roselló, 500 cajas azúcar.;;Jóven.Gertúdis;gol.;1871_02_23;Cárdenas
;;N/A: ;Naranjo;pat.;;De Cárdenas golota Rayo, patron Naranjo, 560 cajas azúcar.;;Rayo;golota;1871_02_23;Cárdenas
;;N/A: ;Bosch;patron;;De Cárdenas golota Juanita, patron Bosch, COO cajas azúcar.;;Juanita;golota;1871_02_23;Cárdenas
;;N/A: ;Nuñez;pat.;;De Cárdenas goleta Carmen, patron Nuñez, 150 cajas azúcar.;;Carmen;goleta;1871_02_23;Cárdenas
;;N/A:  | N/A: ;Perelló;p.;;De Cárdenas goleta Trea Marias, p. Perelló, 550 cajas azúcar De Canasi gol. Sabás, patron Colomar, 96 boos. conDentrado,;;Trea Marias;goleta;1871_02_23;Cárdenas
;;N/A:  | N/A:  | N/A: ;Forror;pat.;;Del Morrillo gol. Correo do Canasi, pat. Forror, 1030 aacos carbon, C24 libras cera y 19 garrafones miel do a bejas.;;Correo do Canasi;gol.;1871_02_24;Morrillo
;;N/A:  | N/A: ;Palau;pas.;;De Babia Honda gol. Mercedita, pas. Palau, 233 c. azúcar y 1,600 ocujes.;;Mercedita;gol.;1871_02_24;Babia Honda
;;N/A:  | N/A: ;Inclan;pat.;;Cabañas gol. Josefa, pat. Inclan, 500 c. y 10 bocoyes azúcar.;;Josefa;gol.;1871_02_24;Cabañas
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Piñeiro;pat.;;De Caibarien gol. Eugenia, pat. Piñeiro, 250 oneros, 100 sacos carbon, 100 ar. cáscara mangle, 82 resos y 70 caballos lens.;;Eugenia;gol.;1871_02_24;Caibarien
;;N/A: ;Mantell;pat.;;De Rio de la Palma gol. Maris, pat. Mantell, 600 sacos carbon.;;Maris;gol.;1871_02_24;Rio de la Palma
;;N/A:  | N/A: ;Pavia;pat.;;De Cárdenas gol. General la Mar, pat. Pavia, 256 c. y 38 bocores azúcar.;;General la Mar;gol.;1871_02_24;Cárdenas
;;N/A:  | N/A: ;Cobas;pat.;;Da Matanzas gol. Emilio, pat. Cobas, 500 c. y 96 boco509 aziicar.;;Emilio;gol.;1871_02_24;Matanzas
;;N/A: ;Macip;pat.;;De Santa Cruz gol. Maria del Rosario, pat. Macip, 300 c. azúcar.;;Maria del Rosario;gol.;1871_02_24;Santa Cruz
;;N/A:  | N/A:  | N/A: ;Cobas;pat.;;De Jaraco gol Cuatro Hermanas, pat. Cobas, 177 c: azúcar. 11 pipas aguardiente y 26 cuarts. vacias.;;Cuatro Hermanas;gol;1871_02_24;Jaraco
;;N/A: ;Osuna;pat.;;"Do Jaraco gol."" Ntra. Sra. del Cármen, pat. Osuna, 34 cuarts. miel do purga.";;Ntra. Sra. del Cármen;gol.;1871_02_24;Jaraco
;;N/A: ;Rivas;pail.;;De la Teja gol. Britannia, pail. Rivas, 600 sacos carbon.;;Britannia;gol.;1871_02_24;la Teja
;;N/A: ;Almanza;pat.;;De la Teja gol. Josefa, pat. Almanza, 600 saoos caron.;;Josefa;gol.;1871_02_24;la Teja
;;N/A: ;Hernandez;pat.;;De Sierra Morena gol. Angelita, pat. Hernandez, 640 c. antisar.;;Angelita;gol.;1871_02_24;Sierra Morena
;;N/A:  | N/A: ;Feliú;pat.;;Del Mariel gol. Vicenta, pat. Feliú, 211 c. azúcar y 15 pipas aguardiente.;;Vicenta;gol.;1871_02_24;Mariel
;;N/A: ;Monar;p.;;De Sierra Morena berg. Pinero, p. Monar, 171 tesas do madera.;;Pinero;berg.;1871_02_25;Sierra Morena
;;N/A: ;Pujol;p.;;De Cardenas g. Clio, p. Pujol, 610 c. azúcar.;;Clio;g.;1871_02_25;Cardenas
;;N/A: ;Segni;p.;;De Mantua pail. Fénix, p. Segni, 800 sacos carbon.;;Fénix;pail.;1871_02_25;Mantua
;;N/A:  | N/A: ;Vilasuso;p.;;De Cabañas g. Conchita, p. Vilasuso, 200 c. azúcar y 60 beos. mascabado.;;Conchita;g.;1871_02_25;Cabañas
;;N/A: ;Jofré;cap.;;De Cárdenas rap. Comanditario, cap. Jofré, 1500 c. azúcar.;;Comanditario;rap.;1871_02_25;Cárdenas
;;N/A:  | N/A:  | N/A:  | N/A: ;Mas;cap.;;De id. vap. Clara, cap. Mas, 673 c. azúcar, 2 c. efectos 2 garfs. melado y 1 c: aves.;;Clara;vap.;1871_02_25;id.
;;N/A: ;Virella;p.;;De idem g. Genovova, p. Virella, 530 c. azúcar.;;Genovova;g.;1871_02_25;idem
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Cabrora;p.;;De Storra Morena g. Sela Manuelas, p. Cabrora, 840 cajas y 16 bocoyes azúcar, 2 bocs. concentrado, 18 pipas aguardiente, 4 bocs. carbon y garrafones melado.;;Sela Manuelas;g.;1871_02_28;Storra
;;N/A: ;Torres;patrón;;De la Teja goleta Dorotea, patron Torres, 330 cajas de azúcar.;;Dorotea;goleta;1871_02_28;la Teja
;;N/A: ;Ros;p.;;De idem goleta Manuela Sagus, p. Ros, E00 Bacos de carbon';;Manuela Sagus;goleta;1871_02_28;idem
;;N/A: ;Montero;p.;;De idem golota Habanera, p. Montero, 600 sacos do carbon.;;Habanera;golota;1871_02_28;idem
;;N/A:  | N/A: ;Badaró;p.;;De Cárdenas gol. Victoria, p. Badaró, 425 c. y 35 bons. Azúcar.;;Victoria;gol.;1871_02_28;Cárdenas
;;N/A: ;Perelló;p.;;De Cárdenas gol. Tres Marias, p. Perelló, 550 o. azúzúcar.;;Tres Marias;gol.;1871_02_28;Cárdenas
;;N/A: ;Fuentes;p.;;De Matanzas golota Adela, p, Fuentes, 600 cajas azúcar.;;Adela;golota;1871_02_28;Matanzas
;;N/A: ;Colomar;patrón;;De Canasi goleta Sabás, patron Colomar, 100 bocoyes concontrado.;;Sabás;goleta;1871_02_28;Canasi
;;N/A: ;Vilasuso;p.;;De Cabañas golota Conchita, p. Vilasuso, 110 bocoyos mascabado.;;Conchita;golota;1871_02_28;Cabañas
;;N/A:  | N/A: ;Rodriguez;p.;;De Cabañas goleta Cefiro, p. Rodriguez, 370 c, azúcar y 16 pps. aguardiente.;;Cefiro;goleta;1871_02_28;Cabañas
;;N/A: ;Cervera;pat.;;De Cabañas goleta Maris, patron Cervera, 645 cajas azúcar.;;Maris;goleta;1871_02_28;Cabañas
;;N/A: ;Feliu;pat.;;De idem goleta Viconta, patron Feliu, 240 cajas de azúcar,;;Viconta;goleta;1871_02_28;idem
;;N/A:  | N/A: ;Durau;p.;;De idem balandro Fernandita, p. Durau, 220 caballos lefia, 13 ancos lana miraguano.;;Fernandita;balandro;1871_02_28;idem
;;N/A: ;Duran;pat.;;De Baracoa gol. Doloritas, patron Duran, 78 bocoyes concentrade,;;Doloritas;gol.;1871_02_28;Baracoa
;;N/A:  | N/A: ;Padilla;p.;;De Banca gol. Concha, p. Padilla, 10 bocoyes mascabado y 36 id miel de purga;;Concha;gol.;1871_02_28;Banca
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;;De idem idem vivero Euriqueta, p. Vila, 500 pescalos vivos. De Cárdenas g. N. S. del Carmen, p. Nuñez, 510 cajas do azúcar. Dala Teja gol. Dos Amigos, patron Rodriguez, 340 c. azca. De Cárdenas gol. Jóven Carlota, p. Basilio, 500 cajas Azúcar. De Cárdenas vapor Comanditario, cap. Jofé, 1400 caas azúcar, 10 lios y 6 torcios cueros, 30. ropa y loza, 4 Tardos carnaza, 11d. tabaco y 1 c. cigarros.;;;;1871_02_28;
;;N/A: ;Virella;p.;;De Cárdenas berg, gol. Amistad, p. Virella, 850 c. azúcar.;;Amistad;berg;1871_03_01;Cárdenas
;;N/A: ;Suao;p.;;De Sierra Morena gol. Agustina, p. Suao, 700 sacos de carbon.;;Agustina;gol.;1871_03_01;Sierra Morena
;;N/A: ;Febres;patrón;;De Mantua goleta Neptuno, patron Febres, 800 ancos carbon.;;Neptuno;goleta;1871_03_01;Mantua
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Lemus;cap.;;De Santiago do Cuba y escalas vap. Mectezama, cap. Lemus, 2 c. ropa, 1 c. cucajes, 1 c. con una silla, 1 asiento de cuero, 4 bar..sebo, 1 c. tabaco, 2 bar. cigarros y 1 c. niños lloroues.;;Mectezama;vap.;1871_03_02;Santiago
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Arriaga;cp.;;De Santiago de Cuba vap. Cuba, cp. Arriaga, 66 ancos y 1 bar. café, 271 cueros, 40 bar. aceito do coco, 44 sacos cacao, 17 bultos para los voluntarios do Matanzas, 1 caja pastillas, 1 fardo becerro chiarolado, 2 c. membrillo, 9 bar. almidon, 3 c. sardinas, 1 baul calzado, 2 c. pañuelos, 11 serones plátanos, 18 racimos idem dátiles, 16 bar. limones, 2 bar. miol abeja, 1 c. chocolato, 2 c. ropa, 1 caja entregas, 40 fardos y 7 tercios suela, 5 bultos y 1 caja efectos, 1 c. mantas, 4 carretillas, 1 c. dulce, 1 fardo coco seco.;;Cuba;vap.;1871_03_02;Santiago de Cuba
;;N/A:  | N/A:  | N/A: ;Marin;p.;;De Sagua la Grande, g. Golondrina, p. Marin, 2 atravesañoa, 31 yugos, 16 palos júcaro.;;Golondrina;g.;1871_03_03;Sagua la Grande
;;N/A:  | N/A: ;Jaan;p.;;De Cárdenas, g. Genirala, p. Jaan, 350 c. y 18 bocoyes azúcar.;;Genirala;g.;1871_03_03;Cárdenas
;;N/A: ;Vazquez;p.;;"De id., g. Joaquina, p. Vazquez. 600 c; azúcar.";;Joaquina;g.;1871_03_03;id.
;;N/A:  | N/A: ;Gonzalez;p.;;De Mariel, g. Altagracia. p. Gonzalez, 320 c. azúcar, 6 pipas aguardiente.;;Altagracia;g.;1871_03_03;Mariel
;;N/A: ;Cuevas;p.;;De id., g. Inés, p. Cuevas, 460 c. azúcar.;;Inés;g.;1871_03_03;
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Tur;p.;;De Caibarien. g. Daniel, p. Tur, 500 cocos secos, 200 paquetes tablilla, 192 docenas esponjas, 77 zese3, 1 caballos leña, 24 sacos cera.;;Daniel;g.;1871_03_04;Caibarien
;;N/A: ;Ventura;p.;;De Sagua la Grande, g. Trafalgar, p. Ventura, 364 s. carbon.;;Trafalgar;g.;1871_03_04;Sagua la Grande
;;N/A: ;Cabrer;p.;;De Sierra Morena, g. Maria, p. Cabrer, 500 e. azúcar.;;Maria;g.;1871_03_04;Sierra Morena
;;N/A: ;Joy;p.;;De Salto, g. Tros Hermanas, p. Joy, fen saros carbon.;;Tros Hermanas;g.;1871_03_04;Salto
;;N/A:  | N/A: ;tir;p.;;De Cárdenas, g. Guacamaya, p. tir, 400 c. y 30 bocovos azúcar.;;Guacamaya;g.;1871_03_04;Cárdenas
;;;Fariñas;p.;;De id., g. Anita, p. Fariñas, úr.;;Anita;g.;1871_03_04;id.
;;N/A: ;Belfate;p.;;De id., g. Amalia, p. Belfate, 760 o. azúcar.;;Amalia;g.;1871_03_04;id.
;;N/A:  | N/A:  | N/A: ;Viera;p.;;De Jarnco, g. Jaruqueña, p. Viera, 190 c. azúcar, 20 pipas aguardiente, 35 pipas vacíae.;;Jaruqueña;g.;1871_03_04;Jarnco
;;N/A: ;Lladó;p.;;De Santa Lucia, g. Leonor, p. Lladó. 310 c. azúcar.;;Leonor;g.;1871_03_04;Santa Lucia
;;N/A: ;Rodriguez;p.;;De Cabañas. g. Cófiro, p. Rodriguez, 370 c. azúcar.;;Cófiro;g.;1871_03_04;Cabañas
;;N/A:  | N/A:  | N/A: ;Planell;p.;;De Mariel, g. Salvo Virgen Maria, p. Planell, 300 caballos leña, 40 8. carbon, 32 arb. cera.;;Salvo Virgen Maria;g.;1871_03_04;Mariel
;;N/A: ;Ferrer;p.;;De Baracoa, bote Cecilia Manuela, p. Ferrer, 36 bocoses miel concontrada.;;Cecilia Manuela;bote;1871_03_04;Baracoa
;;N/A:  | N/A: ;Vilasuzo;p.;;De Cabañas, g. Conchita, p. Vilasuzo, 200 c. y 40 bocoyes azúcar.;;Conchita;g.;1871_03_04;Cabañas
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;Bernaza;p.;;De Naovitas, berg. gol. 23 Cantinera, p. Bernaza, 500 cortes de caja, 41 barril, 5 tercerolas, 3 cuarteroias, y A pipa sebo, 32 lios guano 1 pipa y 1 tercerola mil abeja.;gol.;23 Cantinera;berg.;1871_03_04;Naovitas
;;N/A:  | N/A:  | N/A:  | N/A: ;Cordero;p.;;De Sierra Morena, g. Molest dora, p. Cordero, 535 c. y 36 bocoyos azúcar, 20 piezas madera, 1 bocoy carbon, i cedro.;;Molest dora;g.;1871_03_04;Sierra Morena
;;N/A: ;Hernandez;p.;;De Cárdenas, g. Antonie, p. Hernandez, 360 c. azúcar.;;Antonie;g.;1871_03_04;Cárdenas
;;N/A: ;Cobas;p.;;De Baracoa, g. Carmita, p. Cobas, 48 bocores mascabadi;;Carmita;g.;1871_03_04;Baracoa
